Record Index,Status,JumpTo,Cycle,Step,Cur(mA),Voltage(V),CapaCity(mAh),Energy(mWh),Relative Time(h:min:s.ms),Absolute Time
76,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:05.000,2019-11-15 19:29:54
77,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:06.000,2019-11-15 19:29:55
78,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:07.000,2019-11-15 19:29:56
79,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:08.000,2019-11-15 19:29:57
80,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:09.000,2019-11-15 19:29:58
81,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:10.000,2019-11-15 19:29:59
82,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:11.000,2019-11-15 19:30:00
83,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:12.000,2019-11-15 19:30:01
84,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:13.000,2019-11-15 19:30:02
85,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:14.000,2019-11-15 19:30:03
86,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:15.000,2019-11-15 19:30:04
87,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:16.000,2019-11-15 19:30:05
88,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:17.000,2019-11-15 19:30:06
89,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:18.000,2019-11-15 19:30:07
90,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:19.000,2019-11-15 19:30:08
91,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:20.000,2019-11-15 19:30:09
92,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:21.000,2019-11-15 19:30:10
93,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:22.000,2019-11-15 19:30:11
94,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:23.000,2019-11-15 19:30:12
95,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:24.000,2019-11-15 19:30:13
96,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:25.000,2019-11-15 19:30:14
97,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:26.000,2019-11-15 19:30:15
98,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:27.000,2019-11-15 19:30:16
99,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:01:28.000,2019-11-15 19:30:17
100,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:29.000,2019-11-15 19:30:18
101,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:30.000,2019-11-15 19:30:19
102,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:31.000,2019-11-15 19:30:20
103,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:01:32.000,2019-11-15 19:30:21
104,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:33.000,2019-11-15 19:30:22
105,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:34.000,2019-11-15 19:30:23
106,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:35.000,2019-11-15 19:30:24
107,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:36.000,2019-11-15 19:30:25
108,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:37.000,2019-11-15 19:30:26
109,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:38.000,2019-11-15 19:30:27
110,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:39.000,2019-11-15 19:30:28
111,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:40.000,2019-11-15 19:30:29
112,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:41.000,2019-11-15 19:30:30
113,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:42.000,2019-11-15 19:30:31
114,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:43.000,2019-11-15 19:30:32
115,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:44.000,2019-11-15 19:30:33
116,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:45.000,2019-11-15 19:30:34
117,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:46.000,2019-11-15 19:30:35
118,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:47.000,2019-11-15 19:30:36
119,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:48.000,2019-11-15 19:30:37
120,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:49.000,2019-11-15 19:30:38
121,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:50.000,2019-11-15 19:30:39
122,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:51.000,2019-11-15 19:30:40
123,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:52.000,2019-11-15 19:30:41
124,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:53.000,2019-11-15 19:30:42
125,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:54.000,2019-11-15 19:30:43
126,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:55.000,2019-11-15 19:30:44
127,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:56.000,2019-11-15 19:30:45
128,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:57.000,2019-11-15 19:30:46
129,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:58.000,2019-11-15 19:30:47
130,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:59.000,2019-11-15 19:30:48
131,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:00.000,2019-11-15 19:30:49
132,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:01.000,2019-11-15 19:30:50
133,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:02.000,2019-11-15 19:30:51
134,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:03.000,2019-11-15 19:30:52
135,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:04.000,2019-11-15 19:30:53
136,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:05.000,2019-11-15 19:30:54
137,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:06.000,2019-11-15 19:30:55
138,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:07.000,2019-11-15 19:30:56
139,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:08.000,2019-11-15 19:30:57
140,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:09.000,2019-11-15 19:30:58
141,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:10.000,2019-11-15 19:30:59
142,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:11.000,2019-11-15 19:31:00
143,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:12.000,2019-11-15 19:31:01
144,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:13.000,2019-11-15 19:31:02
145,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:14.000,2019-11-15 19:31:03
146,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:15.000,2019-11-15 19:31:04
147,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:16.000,2019-11-15 19:31:05
148,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:17.000,2019-11-15 19:31:06
149,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:18.000,2019-11-15 19:31:07
150,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:19.000,2019-11-15 19:31:08
151,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:20.000,2019-11-15 19:31:09
152,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:21.000,2019-11-15 19:31:10
153,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:22.000,2019-11-15 19:31:11
154,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:23.000,2019-11-15 19:31:12
155,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:24.000,2019-11-15 19:31:13
156,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:25.000,2019-11-15 19:31:14
157,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:26.000,2019-11-15 19:31:15
158,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:27.000,2019-11-15 19:31:16
159,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:28.000,2019-11-15 19:31:17
160,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:29.000,2019-11-15 19:31:18
161,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:30.000,2019-11-15 19:31:19
162,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:31.000,2019-11-15 19:31:20
163,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:32.000,2019-11-15 19:31:21
164,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:33.000,2019-11-15 19:31:22
165,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:34.000,2019-11-15 19:31:23
166,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:35.000,2019-11-15 19:31:24
167,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:36.000,2019-11-15 19:31:25
168,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:37.000,2019-11-15 19:31:26
169,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:38.000,2019-11-15 19:31:27
170,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:39.000,2019-11-15 19:31:28
171,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:40.000,2019-11-15 19:31:29
172,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:41.000,2019-11-15 19:31:30
173,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:42.000,2019-11-15 19:31:31
174,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:43.000,2019-11-15 19:31:32
175,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:44.000,2019-11-15 19:31:33
176,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:45.000,2019-11-15 19:31:34
177,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:46.000,2019-11-15 19:31:35
178,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:47.000,2019-11-15 19:31:36
179,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:48.000,2019-11-15 19:31:37
180,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:49.000,2019-11-15 19:31:38
181,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:50.000,2019-11-15 19:31:39
182,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:51.000,2019-11-15 19:31:40
183,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:52.000,2019-11-15 19:31:41
184,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:53.000,2019-11-15 19:31:42
185,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:54.000,2019-11-15 19:31:43
186,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:55.000,2019-11-15 19:31:44
187,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:56.000,2019-11-15 19:31:45
188,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:57.000,2019-11-15 19:31:46
189,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:58.000,2019-11-15 19:31:47
190,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:59.000,2019-11-15 19:31:48
191,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:00.000,2019-11-15 19:31:49
192,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:01.000,2019-11-15 19:31:50
193,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:02.000,2019-11-15 19:31:51
194,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:03.000,2019-11-15 19:31:52
195,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:04.000,2019-11-15 19:31:53
196,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:05.000,2019-11-15 19:31:54
197,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:06.000,2019-11-15 19:31:55
198,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:07.000,2019-11-15 19:31:56
199,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:08.000,2019-11-15 19:31:57
200,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:09.000,2019-11-15 19:31:58
201,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:10.000,2019-11-15 19:31:59
202,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:11.000,2019-11-15 19:32:00
203,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:12.000,2019-11-15 19:32:01
204,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:13.000,2019-11-15 19:32:02
205,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:14.000,2019-11-15 19:32:03
206,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:15.000,2019-11-15 19:32:04
207,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:16.000,2019-11-15 19:32:05
208,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:17.000,2019-11-15 19:32:06
209,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:18.000,2019-11-15 19:32:07
210,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:19.000,2019-11-15 19:32:08
211,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:20.000,2019-11-15 19:32:09
212,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:21.000,2019-11-15 19:32:10
213,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:22.000,2019-11-15 19:32:11
214,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:23.000,2019-11-15 19:32:12
215,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:24.000,2019-11-15 19:32:13
216,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:25.000,2019-11-15 19:32:14
217,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:26.000,2019-11-15 19:32:15
218,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:27.000,2019-11-15 19:32:16
219,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:28.000,2019-11-15 19:32:17
220,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:29.000,2019-11-15 19:32:18
221,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:30.000,2019-11-15 19:32:19
222,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:31.000,2019-11-15 19:32:20
223,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:32.000,2019-11-15 19:32:21
224,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:33.000,2019-11-15 19:32:22
225,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:34.000,2019-11-15 19:32:23
226,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:35.000,2019-11-15 19:32:24
227,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:36.000,2019-11-15 19:32:25
228,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:37.000,2019-11-15 19:32:26
229,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:38.000,2019-11-15 19:32:27
230,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:39.000,2019-11-15 19:32:28
231,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:40.000,2019-11-15 19:32:29
232,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:41.000,2019-11-15 19:32:30
233,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:42.000,2019-11-15 19:32:31
234,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:43.000,2019-11-15 19:32:32
235,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:44.000,2019-11-15 19:32:33
236,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:45.000,2019-11-15 19:32:34
237,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:46.000,2019-11-15 19:32:35
238,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:47.000,2019-11-15 19:32:36
239,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:48.000,2019-11-15 19:32:37
240,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:49.000,2019-11-15 19:32:38
241,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:50.000,2019-11-15 19:32:39
242,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:51.000,2019-11-15 19:32:40
243,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:52.000,2019-11-15 19:32:41
244,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:53.000,2019-11-15 19:32:42
245,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:54.000,2019-11-15 19:32:43
246,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:55.000,2019-11-15 19:32:44
247,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:56.000,2019-11-15 19:32:45
248,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:57.000,2019-11-15 19:32:46
249,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:58.000,2019-11-15 19:32:47
250,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:59.000,2019-11-15 19:32:48
251,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:00.000,2019-11-15 19:32:49
252,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:01.000,2019-11-15 19:32:50
253,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:02.000,2019-11-15 19:32:51
254,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:03.000,2019-11-15 19:32:52
255,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:04.000,2019-11-15 19:32:53
256,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:05.000,2019-11-15 19:32:54
257,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:06.000,2019-11-15 19:32:55
258,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:07.000,2019-11-15 19:32:56
259,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:08.000,2019-11-15 19:32:57
260,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:09.000,2019-11-15 19:32:58
261,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:10.000,2019-11-15 19:32:59
262,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:11.000,2019-11-15 19:33:00
263,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:12.000,2019-11-15 19:33:01
264,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:13.000,2019-11-15 19:33:02
265,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:14.000,2019-11-15 19:33:03
266,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:15.000,2019-11-15 19:33:04
267,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:16.000,2019-11-15 19:33:05
268,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:17.000,2019-11-15 19:33:06
269,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:18.000,2019-11-15 19:33:07
270,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:19.000,2019-11-15 19:33:08
271,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:20.000,2019-11-15 19:33:09
272,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:21.000,2019-11-15 19:33:10
273,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:22.000,2019-11-15 19:33:11
274,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:23.000,2019-11-15 19:33:12
275,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:24.000,2019-11-15 19:33:13
276,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:25.000,2019-11-15 19:33:14
