Record Index,Status,JumpTo,Cycle,Step,Cur(mA),Voltage(V),CapaCity(mAh),Energy(mWh),Relative Time(h:min:s.ms),Absolute Time
7198,CCCV_Chg,5,2,5,901.000,4.1266,1648.320,6365.071,1:49:46.000,2019-11-15 21:28:35
7199,CCCV_Chg,5,2,5,900.600,4.1266,1648.570,6366.102,1:49:47.000,2019-11-15 21:28:36
7200,CCCV_Chg,5,2,5,900.600,4.1269,1648.821,6367.137,1:49:48.000,2019-11-15 21:28:37
7201,CCCV_Chg,5,2,5,900.600,4.1269,1649.071,6368.172,1:49:49.000,2019-11-15 21:28:38
7202,CCCV_Chg,5,2,5,900.600,4.1269,1649.321,6369.205,1:49:50.000,2019-11-15 21:28:39
7203,CCCV_Chg,5,2,5,900.600,4.1272,1649.572,6370.241,1:49:51.000,2019-11-15 21:28:40
7204,CCCV_Chg,5,2,5,900.600,4.1272,1649.822,6371.276,1:49:52.000,2019-11-15 21:28:41
7205,CCCV_Chg,5,2,5,900.600,4.1272,1650.072,6372.310,1:49:53.000,2019-11-15 21:28:42
7206,CCCV_Chg,5,2,5,900.600,4.1276,1650.323,6373.345,1:49:54.000,2019-11-15 21:28:43
7207,CCCV_Chg,5,2,5,900.600,4.1276,1650.573,6374.380,1:49:55.000,2019-11-15 21:28:44
7208,CCCV_Chg,5,2,5,900.600,4.1276,1650.823,6375.414,1:49:56.000,2019-11-15 21:28:45
7209,CCCV_Chg,5,2,5,900.600,4.1279,1651.074,6376.449,1:49:57.000,2019-11-15 21:28:46
7210,CCCV_Chg,5,2,5,900.600,4.1279,1651.324,6377.484,1:49:58.000,2019-11-15 21:28:47
7211,CCCV_Chg,5,2,5,901.000,4.1279,1651.574,6378.518,1:49:59.000,2019-11-15 21:28:48
7212,CCCV_Chg,5,2,5,901.000,4.1279,1651.825,6379.553,1:50:00.000,2019-11-15 21:28:49
7213,CCCV_Chg,5,2,5,901.000,4.1282,1652.075,6380.588,1:50:01.000,2019-11-15 21:28:50
7214,CCCV_Chg,5,2,5,900.600,4.1282,1652.325,6381.623,1:50:02.000,2019-11-15 21:28:51
7215,CCCV_Chg,5,2,5,900.600,4.1285,1652.576,6382.657,1:50:03.000,2019-11-15 21:28:52
7216,CCCV_Chg,5,2,5,900.600,4.1285,1652.826,6383.692,1:50:04.000,2019-11-15 21:28:53
7217,CCCV_Chg,5,2,5,900.200,4.1285,1653.076,6384.727,1:50:05.000,2019-11-15 21:28:54
7218,CCCV_Chg,5,2,5,900.200,4.1285,1653.327,6385.762,1:50:06.000,2019-11-15 21:28:55
7219,CCCV_Chg,5,2,5,900.200,4.1285,1653.577,6386.796,1:50:07.000,2019-11-15 21:28:56
7220,CCCV_Chg,5,2,5,900.600,4.1288,1653.828,6387.831,1:50:08.000,2019-11-15 21:28:57
7221,CCCV_Chg,5,2,5,900.600,4.1288,1654.078,6388.866,1:50:09.000,2019-11-15 21:28:58
7222,CCCV_Chg,5,2,5,900.600,4.1288,1654.328,6389.900,1:50:10.000,2019-11-15 21:28:59
7223,CCCV_Chg,5,2,5,900.600,4.1291,1654.578,6390.936,1:50:11.000,2019-11-15 21:29:00
7224,CCCV_Chg,5,2,5,900.600,4.1291,1654.829,6391.970,1:50:12.000,2019-11-15 21:29:01
7225,CCCV_Chg,5,2,5,900.600,4.1291,1655.079,6393.005,1:50:13.000,2019-11-15 21:29:02
7226,CCCV_Chg,5,2,5,900.600,4.1291,1655.329,6394.040,1:50:14.000,2019-11-15 21:29:03
7227,CCCV_Chg,5,2,5,900.600,4.1294,1655.580,6395.075,1:50:15.000,2019-11-15 21:29:04
7228,CCCV_Chg,5,2,5,900.600,4.1294,1655.830,6396.109,1:50:16.000,2019-11-15 21:29:05
7229,CCCV_Chg,5,2,5,900.600,4.1294,1656.080,6397.144,1:50:17.000,2019-11-15 21:29:06
7230,CCCV_Chg,5,2,5,900.600,4.1297,1656.331,6398.179,1:50:18.000,2019-11-15 21:29:07
7231,CCCV_Chg,5,2,5,901.000,4.1297,1656.581,6399.213,1:50:19.000,2019-11-15 21:29:08
7232,CCCV_Chg,5,2,5,901.000,4.1297,1656.832,6400.248,1:50:20.000,2019-11-15 21:29:09
7233,CCCV_Chg,5,2,5,901.000,4.1300,1657.082,6401.283,1:50:21.000,2019-11-15 21:29:10
7234,CCCV_Chg,5,2,5,901.000,4.1300,1657.332,6402.318,1:50:22.000,2019-11-15 21:29:11
7235,CCCV_Chg,5,2,5,900.600,4.1300,1657.582,6403.352,1:50:23.000,2019-11-15 21:29:12
7236,CCCV_Chg,5,2,5,900.600,4.1300,1657.833,6404.387,1:50:24.000,2019-11-15 21:29:13
7237,CCCV_Chg,5,2,5,900.600,4.1303,1658.083,6405.422,1:50:25.000,2019-11-15 21:29:14
7238,CCCV_Chg,5,2,5,900.600,4.1303,1658.334,6406.457,1:50:26.000,2019-11-15 21:29:15
7239,CCCV_Chg,5,2,5,900.600,4.1303,1658.584,6407.491,1:50:27.000,2019-11-15 21:29:16
7240,CCCV_Chg,5,2,5,900.600,4.1307,1658.834,6408.526,1:50:28.000,2019-11-15 21:29:17
7241,CCCV_Chg,5,2,5,900.600,4.1307,1659.085,6409.560,1:50:29.000,2019-11-15 21:29:18
7242,CCCV_Chg,5,2,5,900.600,4.1307,1659.335,6410.595,1:50:30.000,2019-11-15 21:29:19
7243,CCCV_Chg,5,2,5,900.600,4.1310,1659.585,6411.631,1:50:31.000,2019-11-15 21:29:20
7244,CCCV_Chg,5,2,5,900.600,4.1310,1659.836,6412.665,1:50:32.000,2019-11-15 21:29:21
7245,CCCV_Chg,5,2,5,900.600,4.1310,1660.086,6413.700,1:50:33.000,2019-11-15 21:29:22
7246,CCCV_Chg,5,2,5,900.600,4.1313,1660.336,6414.734,1:50:34.000,2019-11-15 21:29:23
7247,CCCV_Chg,5,2,5,900.600,4.1313,1660.587,6415.769,1:50:35.000,2019-11-15 21:29:24
7248,CCCV_Chg,5,2,5,900.600,4.1313,1660.837,6416.804,1:50:36.000,2019-11-15 21:29:25
7249,CCCV_Chg,5,2,5,900.600,4.1316,1661.087,6417.838,1:50:37.000,2019-11-15 21:29:26
7250,CCCV_Chg,5,2,5,900.600,4.1316,1661.338,6418.873,1:50:38.000,2019-11-15 21:29:27
7251,CCCV_Chg,5,2,5,900.600,4.1316,1661.588,6419.908,1:50:39.000,2019-11-15 21:29:28
7252,CCCV_Chg,5,2,5,900.600,4.1319,1661.838,6420.943,1:50:40.000,2019-11-15 21:29:29
7253,CCCV_Chg,5,2,5,901.000,4.1319,1662.089,6421.978,1:50:41.000,2019-11-15 21:29:30
7254,CCCV_Chg,5,2,5,901.000,4.1319,1662.339,6423.012,1:50:42.000,2019-11-15 21:29:31
7255,CCCV_Chg,5,2,5,901.000,4.1319,1662.589,6424.047,1:50:43.000,2019-11-15 21:29:32
7256,CCCV_Chg,5,2,5,901.000,4.1325,1662.840,6425.082,1:50:44.000,2019-11-15 21:29:33
7257,CCCV_Chg,5,2,5,901.000,4.1325,1663.090,6426.116,1:50:45.000,2019-11-15 21:29:34
7258,CCCV_Chg,5,2,5,901.000,4.1325,1663.340,6427.151,1:50:46.000,2019-11-15 21:29:35
7259,CCCV_Chg,5,2,5,901.000,4.1328,1663.591,6428.186,1:50:47.000,2019-11-15 21:29:36
7260,CCCV_Chg,5,2,5,900.600,4.1328,1663.841,6429.221,1:50:48.000,2019-11-15 21:29:37
7261,CCCV_Chg,5,2,5,900.600,4.1328,1664.091,6430.256,1:50:49.000,2019-11-15 21:29:38
7262,CCCV_Chg,5,2,5,900.600,4.1331,1664.342,6431.290,1:50:50.000,2019-11-15 21:29:39
7263,CCCV_Chg,5,2,5,900.600,4.1331,1664.592,6432.325,1:50:51.000,2019-11-15 21:29:40
7264,CCCV_Chg,5,2,5,900.600,4.1331,1664.842,6433.360,1:50:52.000,2019-11-15 21:29:41
7265,CCCV_Chg,5,2,5,900.200,4.1331,1665.093,6434.395,1:50:53.000,2019-11-15 21:29:42
7266,CCCV_Chg,5,2,5,900.200,4.1334,1665.343,6435.429,1:50:54.000,2019-11-15 21:29:43
7267,CCCV_Chg,5,2,5,900.200,4.1334,1665.593,6436.464,1:50:55.000,2019-11-15 21:29:44
7268,CCCV_Chg,5,2,5,900.200,4.1338,1665.844,6437.498,1:50:56.000,2019-11-15 21:29:45
7269,CCCV_Chg,5,2,5,900.200,4.1338,1666.094,6438.533,1:50:57.000,2019-11-15 21:29:46
7270,CCCV_Chg,5,2,5,900.200,4.1338,1666.344,6439.568,1:50:58.000,2019-11-15 21:29:47
7271,CCCV_Chg,5,2,5,900.200,4.1338,1666.595,6440.603,1:50:59.000,2019-11-15 21:29:48
7272,CCCV_Chg,5,2,5,900.200,4.1341,1666.845,6441.637,1:51:00.000,2019-11-15 21:29:49
7273,CCCV_Chg,5,2,5,900.200,4.1341,1667.095,6442.672,1:51:01.000,2019-11-15 21:29:50
7274,CCCV_Chg,5,2,5,900.200,4.1341,1667.346,6443.707,1:51:02.000,2019-11-15 21:29:51
7275,CCCV_Chg,5,2,5,900.200,4.1344,1667.596,6444.742,1:51:03.000,2019-11-15 21:29:52
7276,CCCV_Chg,5,2,5,900.600,4.1344,1667.846,6445.776,1:51:04.000,2019-11-15 21:29:53
7277,CCCV_Chg,5,2,5,900.200,4.1344,1668.097,6446.811,1:51:05.000,2019-11-15 21:29:54
7278,CCCV_Chg,5,2,5,900.200,4.1344,1668.347,6447.846,1:51:06.000,2019-11-15 21:29:55
7279,CCCV_Chg,5,2,5,900.200,4.1347,1668.597,6448.880,1:51:07.000,2019-11-15 21:29:56
7280,CCCV_Chg,5,2,5,900.200,4.1347,1668.848,6449.916,1:51:08.000,2019-11-15 21:29:57
7281,CCCV_Chg,5,2,5,900.200,4.1347,1669.098,6450.950,1:51:09.000,2019-11-15 21:29:58
7282,CCCV_Chg,5,2,5,900.200,4.1350,1669.348,6451.985,1:51:10.000,2019-11-15 21:29:59
7283,CCCV_Chg,5,2,5,900.200,4.1350,1669.599,6453.020,1:51:11.000,2019-11-15 21:30:00
7284,CCCV_Chg,5,2,5,900.200,4.1353,1669.849,6454.054,1:51:12.000,2019-11-15 21:30:01
7285,CCCV_Chg,5,2,5,900.200,4.1353,1670.100,6455.089,1:51:13.000,2019-11-15 21:30:02
7286,CCCV_Chg,5,2,5,900.200,4.1353,1670.350,6456.124,1:51:14.000,2019-11-15 21:30:03
7287,CCCV_Chg,5,2,5,900.200,4.1356,1670.600,6457.159,1:51:15.000,2019-11-15 21:30:04
7288,CCCV_Chg,5,2,5,900.200,4.1353,1670.851,6458.193,1:51:16.000,2019-11-15 21:30:05
7289,CCCV_Chg,5,2,5,900.600,4.1356,1671.101,6459.228,1:51:17.000,2019-11-15 21:30:06
7290,CCCV_Chg,5,2,5,900.600,4.1356,1671.351,6460.263,1:51:18.000,2019-11-15 21:30:07
7291,CCCV_Chg,5,2,5,900.600,4.1356,1671.602,6461.298,1:51:19.000,2019-11-15 21:30:08
7292,CCCV_Chg,5,2,5,900.600,4.1359,1671.852,6462.332,1:51:20.000,2019-11-15 21:30:09
7293,CCCV_Chg,5,2,5,901.000,4.1359,1672.102,6463.367,1:51:21.000,2019-11-15 21:30:10
7294,CCCV_Chg,5,2,5,901.000,4.1362,1672.352,6464.402,1:51:22.000,2019-11-15 21:30:11
7295,CCCV_Chg,5,2,5,901.000,4.1362,1672.603,6465.436,1:51:23.000,2019-11-15 21:30:12
7296,CCCV_Chg,5,2,5,901.000,4.1362,1672.853,6466.471,1:51:24.000,2019-11-15 21:30:13
7297,CCCV_Chg,5,2,5,900.600,4.1362,1673.104,6467.506,1:51:25.000,2019-11-15 21:30:14
7298,CCCV_Chg,5,2,5,900.600,4.1365,1673.354,6468.540,1:51:26.000,2019-11-15 21:30:15
7299,CCCV_Chg,5,2,5,900.600,4.1365,1673.604,6469.575,1:51:27.000,2019-11-15 21:30:16
7300,CCCV_Chg,5,2,5,900.600,4.1365,1673.855,6470.611,1:51:28.000,2019-11-15 21:30:17
7301,CCCV_Chg,5,2,5,900.600,4.1369,1674.105,6471.645,1:51:29.000,2019-11-15 21:30:18
7302,CCCV_Chg,5,2,5,900.600,4.1369,1674.355,6472.680,1:51:30.000,2019-11-15 21:30:19
7303,CCCV_Chg,5,2,5,900.200,4.1369,1674.606,6473.715,1:51:31.000,2019-11-15 21:30:20
7304,CCCV_Chg,5,2,5,900.600,4.1369,1674.856,6474.749,1:51:32.000,2019-11-15 21:30:21
7305,CCCV_Chg,5,2,5,900.600,4.1372,1675.106,6475.784,1:51:33.000,2019-11-15 21:30:22
7306,CCCV_Chg,5,2,5,900.600,4.1372,1675.357,6476.818,1:51:34.000,2019-11-15 21:30:23
7307,CCCV_Chg,5,2,5,900.600,4.1372,1675.607,6477.853,1:51:35.000,2019-11-15 21:30:24
7308,CCCV_Chg,5,2,5,900.600,4.1375,1675.857,6478.888,1:51:36.000,2019-11-15 21:30:25
7309,CCCV_Chg,5,2,5,900.600,4.1375,1676.108,6479.923,1:51:37.000,2019-11-15 21:30:26
7310,CCCV_Chg,5,2,5,900.600,4.1375,1676.358,6480.958,1:51:38.000,2019-11-15 21:30:27
7311,CCCV_Chg,5,2,5,900.600,4.1378,1676.608,6481.992,1:51:39.000,2019-11-15 21:30:28
7312,CCCV_Chg,5,2,5,900.600,4.1378,1676.859,6483.027,1:51:40.000,2019-11-15 21:30:29
7313,CCCV_Chg,5,2,5,900.600,4.1378,1677.109,6484.062,1:51:41.000,2019-11-15 21:30:30
7314,CCCV_Chg,5,2,5,900.600,4.1381,1677.359,6485.097,1:51:42.000,2019-11-15 21:30:31
7315,CCCV_Chg,5,2,5,900.600,4.1381,1677.610,6486.131,1:51:43.000,2019-11-15 21:30:32
7316,CCCV_Chg,5,2,5,900.600,4.1381,1677.860,6487.165,1:51:44.000,2019-11-15 21:30:33
7317,CCCV_Chg,5,2,5,900.600,4.1381,1678.110,6488.200,1:51:45.000,2019-11-15 21:30:34
7318,CCCV_Chg,5,2,5,900.600,4.1384,1678.361,6489.236,1:51:46.000,2019-11-15 21:30:35
7319,CCCV_Chg,5,2,5,900.600,4.1384,1678.611,6490.270,1:51:47.000,2019-11-15 21:30:36
7320,CCCV_Chg,5,2,5,900.600,4.1384,1678.861,6491.305,1:51:48.000,2019-11-15 21:30:37
7321,CCCV_Chg,5,2,5,900.600,4.1387,1679.112,6492.340,1:51:49.000,2019-11-15 21:30:38
7322,CCCV_Chg,5,2,5,900.600,4.1387,1679.362,6493.374,1:51:50.000,2019-11-15 21:30:39
7323,CCCV_Chg,5,2,5,900.600,4.1387,1679.612,6494.409,1:51:51.000,2019-11-15 21:30:40
7324,CCCV_Chg,5,2,5,900.600,4.1387,1679.863,6495.444,1:51:52.000,2019-11-15 21:30:41
7325,CCCV_Chg,5,2,5,900.600,4.1390,1680.113,6496.478,1:51:53.000,2019-11-15 21:30:42
7326,CCCV_Chg,5,2,5,900.600,4.1390,1680.363,6497.513,1:51:54.000,2019-11-15 21:30:43
7327,CCCV_Chg,5,2,5,900.600,4.1390,1680.614,6498.548,1:51:55.000,2019-11-15 21:30:44
7328,CCCV_Chg,5,2,5,900.600,4.1393,1680.864,6499.583,1:51:56.000,2019-11-15 21:30:45
7329,CCCV_Chg,5,2,5,900.600,4.1393,1681.114,6500.617,1:51:57.000,2019-11-15 21:30:46
7330,CCCV_Chg,5,2,5,900.600,4.1396,1681.365,6501.652,1:51:58.000,2019-11-15 21:30:47
7331,CCCV_Chg,5,2,5,900.600,4.1393,1681.615,6502.687,1:51:59.000,2019-11-15 21:30:48
7332,CCCV_Chg,5,2,5,900.600,4.1396,1681.866,6503.722,1:52:00.000,2019-11-15 21:30:49
7333,CCCV_Chg,5,2,5,900.600,4.1396,1682.116,6504.756,1:52:01.000,2019-11-15 21:30:50
7334,CCCV_Chg,5,2,5,900.600,4.1396,1682.366,6505.791,1:52:02.000,2019-11-15 21:30:51
7335,CCCV_Chg,5,2,5,900.600,4.1400,1682.617,6506.826,1:52:03.000,2019-11-15 21:30:52
7336,CCCV_Chg,5,2,5,900.600,4.1400,1682.867,6507.860,1:52:04.000,2019-11-15 21:30:53
7337,CCCV_Chg,5,2,5,900.600,4.1400,1683.117,6508.896,1:52:05.000,2019-11-15 21:30:54
7338,CCCV_Chg,5,2,5,900.600,4.1406,1683.368,6509.930,1:52:06.000,2019-11-15 21:30:55
7339,CCCV_Chg,5,2,5,900.600,4.1406,1683.618,6510.964,1:52:07.000,2019-11-15 21:30:56
7340,CCCV_Chg,5,2,5,900.600,4.1406,1683.868,6512.000,1:52:08.000,2019-11-15 21:30:57
7341,CCCV_Chg,5,2,5,900.600,4.1409,1684.118,6513.035,1:52:09.000,2019-11-15 21:30:58
7342,CCCV_Chg,5,2,5,900.600,4.1409,1684.369,6514.069,1:52:10.000,2019-11-15 21:30:59
7343,CCCV_Chg,5,2,5,900.600,4.1409,1684.619,6515.104,1:52:11.000,2019-11-15 21:31:00
7344,CCCV_Chg,5,2,5,900.600,4.1412,1684.870,6516.139,1:52:12.000,2019-11-15 21:31:01
7345,CCCV_Chg,5,2,5,900.600,4.1412,1685.120,6517.173,1:52:13.000,2019-11-15 21:31:02
7346,CCCV_Chg,5,2,5,900.600,4.1412,1685.370,6518.208,1:52:14.000,2019-11-15 21:31:03
7347,CCCV_Chg,5,2,5,900.600,4.1412,1685.621,6519.243,1:52:15.000,2019-11-15 21:31:04
7348,CCCV_Chg,5,2,5,900.600,4.1415,1685.871,6520.277,1:52:16.000,2019-11-15 21:31:05
7349,CCCV_Chg,5,2,5,900.600,4.1415,1686.121,6521.312,1:52:17.000,2019-11-15 21:31:06
7350,CCCV_Chg,5,2,5,900.600,4.1415,1686.372,6522.347,1:52:18.000,2019-11-15 21:31:07
7351,CCCV_Chg,5,2,5,900.600,4.1418,1686.622,6523.382,1:52:19.000,2019-11-15 21:31:08
7352,CCCV_Chg,5,2,5,900.600,4.1418,1686.872,6524.416,1:52:20.000,2019-11-15 21:31:09
7353,CCCV_Chg,5,2,5,900.600,4.1418,1687.122,6525.451,1:52:21.000,2019-11-15 21:31:10
7354,CCCV_Chg,5,2,5,900.600,4.1418,1687.373,6526.486,1:52:22.000,2019-11-15 21:31:11
7355,CCCV_Chg,5,2,5,900.600,4.1421,1687.623,6527.520,1:52:23.000,2019-11-15 21:31:12
7356,CCCV_Chg,5,2,5,900.600,4.1421,1687.873,6528.555,1:52:24.000,2019-11-15 21:31:13
7357,CCCV_Chg,5,2,5,900.600,4.1421,1688.124,6529.591,1:52:25.000,2019-11-15 21:31:14
7358,CCCV_Chg,5,2,5,900.600,4.1424,1688.374,6530.625,1:52:26.000,2019-11-15 21:31:15
7359,CCCV_Chg,5,2,5,900.600,4.1424,1688.625,6531.660,1:52:27.000,2019-11-15 21:31:16
7360,CCCV_Chg,5,2,5,900.600,4.1424,1688.875,6532.694,1:52:28.000,2019-11-15 21:31:17
7361,CCCV_Chg,5,2,5,900.600,4.1427,1689.125,6533.729,1:52:29.000,2019-11-15 21:31:18
7362,CCCV_Chg,5,2,5,900.600,4.1427,1689.376,6534.764,1:52:30.000,2019-11-15 21:31:19
7363,CCCV_Chg,5,2,5,900.200,4.1427,1689.626,6535.799,1:52:31.000,2019-11-15 21:31:20
7364,CCCV_Chg,5,2,5,900.600,4.1431,1689.876,6536.833,1:52:32.000,2019-11-15 21:31:21
7365,CCCV_Chg,5,2,5,900.600,4.1431,1690.127,6537.868,1:52:33.000,2019-11-15 21:31:22
7366,CCCV_Chg,5,2,5,900.600,4.1431,1690.377,6538.903,1:52:34.000,2019-11-15 21:31:23
7367,CCCV_Chg,5,2,5,900.600,4.1431,1690.627,6539.938,1:52:35.000,2019-11-15 21:31:24
7368,CCCV_Chg,5,2,5,900.600,4.1434,1690.878,6540.972,1:52:36.000,2019-11-15 21:31:25
7369,CCCV_Chg,5,2,5,900.600,4.1434,1691.128,6542.007,1:52:37.000,2019-11-15 21:31:26
7370,CCCV_Chg,5,2,5,900.600,4.1434,1691.378,6543.042,1:52:38.000,2019-11-15 21:31:27
7371,CCCV_Chg,5,2,5,900.600,4.1437,1691.629,6544.076,1:52:39.000,2019-11-15 21:31:28
7372,CCCV_Chg,5,2,5,900.600,4.1437,1691.879,6545.111,1:52:40.000,2019-11-15 21:31:29
7373,CCCV_Chg,5,2,5,900.600,4.1437,1692.129,6546.146,1:52:41.000,2019-11-15 21:31:30
7374,CCCV_Chg,5,2,5,900.600,4.1440,1692.380,6547.180,1:52:42.000,2019-11-15 21:31:31
7375,CCCV_Chg,5,2,5,900.600,4.1440,1692.630,6548.216,1:52:43.000,2019-11-15 21:31:32
7376,CCCV_Chg,5,2,5,900.600,4.1440,1692.880,6549.250,1:52:44.000,2019-11-15 21:31:33
7377,CCCV_Chg,5,2,5,900.600,4.1440,1693.131,6550.285,1:52:45.000,2019-11-15 21:31:34
7378,CCCV_Chg,5,2,5,900.600,4.1443,1693.381,6551.320,1:52:46.000,2019-11-15 21:31:35
7379,CCCV_Chg,5,2,5,900.600,4.1443,1693.631,6552.355,1:52:47.000,2019-11-15 21:31:36
7380,CCCV_Chg,5,2,5,900.600,4.1443,1693.882,6553.389,1:52:48.000,2019-11-15 21:31:37
7381,CCCV_Chg,5,2,5,900.600,4.1446,1694.132,6554.424,1:52:49.000,2019-11-15 21:31:38
7382,CCCV_Chg,5,2,5,900.600,4.1446,1694.382,6555.458,1:52:50.000,2019-11-15 21:31:39
7383,CCCV_Chg,5,2,5,900.600,4.1446,1694.633,6556.493,1:52:51.000,2019-11-15 21:31:40
7384,CCCV_Chg,5,2,5,900.600,4.1446,1694.883,6557.528,1:52:52.000,2019-11-15 21:31:41
7385,CCCV_Chg,5,2,5,900.600,4.1449,1695.133,6558.563,1:52:53.000,2019-11-15 21:31:42
7386,CCCV_Chg,5,2,5,900.600,4.1449,1695.384,6559.597,1:52:54.000,2019-11-15 21:31:43
7387,CCCV_Chg,5,2,5,900.600,4.1449,1695.634,6560.632,1:52:55.000,2019-11-15 21:31:44
7388,CCCV_Chg,5,2,5,900.600,4.1449,1695.884,6561.667,1:52:56.000,2019-11-15 21:31:45
7389,CCCV_Chg,5,2,5,900.600,4.1452,1696.135,6562.702,1:52:57.000,2019-11-15 21:31:46
7390,CCCV_Chg,5,2,5,900.600,4.1452,1696.385,6563.737,1:52:58.000,2019-11-15 21:31:47
7391,CCCV_Chg,5,2,5,900.600,4.1452,1696.635,6564.771,1:52:59.000,2019-11-15 21:31:48
7392,CCCV_Chg,5,2,5,900.600,4.1455,1696.886,6565.805,1:53:00.000,2019-11-15 21:31:49
7393,CCCV_Chg,5,2,5,900.600,4.1455,1697.136,6566.840,1:53:01.000,2019-11-15 21:31:50
7394,CCCV_Chg,5,2,5,900.600,4.1455,1697.387,6567.876,1:53:02.000,2019-11-15 21:31:51
7395,CCCV_Chg,5,2,5,900.600,4.1458,1697.637,6568.912,1:53:03.000,2019-11-15 21:31:52
7396,CCCV_Chg,5,2,5,900.600,4.1458,1697.887,6569.951,1:53:04.000,2019-11-15 21:31:53
7397,CCCV_Chg,5,2,5,900.600,4.1458,1698.138,6570.990,1:53:05.000,2019-11-15 21:31:54
7398,CCCV_Chg,5,2,5,900.600,4.1458,1698.388,6572.029,1:53:06.000,2019-11-15 21:31:55
7399,CCCV_Chg,5,2,5,900.600,4.1462,1698.638,6573.069,1:53:07.000,2019-11-15 21:31:56
7400,CCCV_Chg,5,2,5,900.600,4.1462,1698.888,6574.109,1:53:08.000,2019-11-15 21:31:57
7401,CCCV_Chg,5,2,5,900.600,4.1462,1699.139,6575.148,1:53:09.000,2019-11-15 21:31:58
7402,CCCV_Chg,5,2,5,900.600,4.1462,1699.389,6576.188,1:53:10.000,2019-11-15 21:31:59
7403,CCCV_Chg,5,2,5,900.600,4.1465,1699.640,6577.227,1:53:11.000,2019-11-15 21:32:00
7404,CCCV_Chg,5,2,5,900.600,4.1465,1699.890,6578.267,1:53:12.000,2019-11-15 21:32:01
7405,CCCV_Chg,5,2,5,900.600,4.1465,1700.140,6579.306,1:53:13.000,2019-11-15 21:32:02
7406,CCCV_Chg,5,2,5,900.600,4.1468,1700.391,6580.346,1:53:14.000,2019-11-15 21:32:03
7407,CCCV_Chg,5,2,5,900.600,4.1468,1700.641,6581.385,1:53:15.000,2019-11-15 21:32:04
7408,CCCV_Chg,5,2,5,900.600,4.1468,1700.891,6582.424,1:53:16.000,2019-11-15 21:32:05
7409,CCCV_Chg,5,2,5,900.600,4.1471,1701.142,6583.464,1:53:17.000,2019-11-15 21:32:06
7410,CCCV_Chg,5,2,5,900.600,4.1471,1701.392,6584.503,1:53:18.000,2019-11-15 21:32:07
7411,CCCV_Chg,5,2,5,900.600,4.1471,1701.642,6585.543,1:53:19.000,2019-11-15 21:32:08
7412,CCCV_Chg,5,2,5,900.600,4.1471,1701.893,6586.583,1:53:20.000,2019-11-15 21:32:09
7413,CCCV_Chg,5,2,5,900.600,4.1474,1702.143,6587.622,1:53:21.000,2019-11-15 21:32:10
7414,CCCV_Chg,5,2,5,900.600,4.1474,1702.393,6588.662,1:53:22.000,2019-11-15 21:32:11
7415,CCCV_Chg,5,2,5,900.600,4.1474,1702.644,6589.701,1:53:23.000,2019-11-15 21:32:12
7416,CCCV_Chg,5,2,5,900.600,4.1477,1702.894,6590.740,1:53:24.000,2019-11-15 21:32:13
7417,CCCV_Chg,5,2,5,900.600,4.1477,1703.144,6591.780,1:53:25.000,2019-11-15 21:32:14
7418,CCCV_Chg,5,2,5,900.600,4.1477,1703.395,6592.820,1:53:26.000,2019-11-15 21:32:15
7419,CCCV_Chg,5,2,5,900.600,4.1480,1703.645,6593.859,1:53:27.000,2019-11-15 21:32:16
7420,CCCV_Chg,5,2,5,900.600,4.1480,1703.895,6594.898,1:53:28.000,2019-11-15 21:32:17
7421,CCCV_Chg,5,2,5,900.600,4.1480,1704.146,6595.938,1:53:29.000,2019-11-15 21:32:18
7422,CCCV_Chg,5,2,5,900.600,4.1480,1704.396,6596.978,1:53:30.000,2019-11-15 21:32:19
7423,CCCV_Chg,5,2,5,900.600,4.1486,1704.646,6598.017,1:53:31.000,2019-11-15 21:32:20
7424,CCCV_Chg,5,2,5,900.600,4.1486,1704.897,6599.057,1:53:32.000,2019-11-15 21:32:21
7425,CCCV_Chg,5,2,5,900.600,4.1486,1705.147,6600.096,1:53:33.000,2019-11-15 21:32:22
7426,CCCV_Chg,5,2,5,900.600,4.1489,1705.397,6601.136,1:53:34.000,2019-11-15 21:32:23
7427,CCCV_Chg,5,2,5,900.600,4.1489,1705.648,6602.175,1:53:35.000,2019-11-15 21:32:24
7428,CCCV_Chg,5,2,5,900.600,4.1489,1705.898,6603.214,1:53:36.000,2019-11-15 21:32:25
7429,CCCV_Chg,5,2,5,900.600,4.1493,1706.148,6604.254,1:53:37.000,2019-11-15 21:32:26
7430,CCCV_Chg,5,2,5,900.600,4.1493,1706.399,6605.293,1:53:38.000,2019-11-15 21:32:27
7431,CCCV_Chg,5,2,5,900.600,4.1493,1706.649,6606.333,1:53:39.000,2019-11-15 21:32:28
7432,CCCV_Chg,5,2,5,900.600,4.1493,1706.899,6607.373,1:53:40.000,2019-11-15 21:32:29
7433,CCCV_Chg,5,2,5,900.600,4.1496,1707.150,6608.412,1:53:41.000,2019-11-15 21:32:30
7434,CCCV_Chg,5,2,5,900.600,4.1496,1707.400,6609.452,1:53:42.000,2019-11-15 21:32:31
7435,CCCV_Chg,5,2,5,900.600,4.1496,1707.650,6610.492,1:53:43.000,2019-11-15 21:32:32
7436,CCCV_Chg,5,2,5,900.600,4.1499,1707.901,6611.531,1:53:44.000,2019-11-15 21:32:33
7437,CCCV_Chg,5,2,5,900.600,4.1499,1708.151,6612.571,1:53:45.000,2019-11-15 21:32:34
