Record ID,Step Name,Relative Time(h:min:s.ms),Realtime,Auxiliary channel TU1 T(°C),Gap of Temperature
16198,CC_DChg,1:33:49.000,2019-11-15 23:58:32,28.3,0.0
16199,CC_DChg,1:33:50.000,2019-11-15 23:58:33,28.3,0.0
16200,CC_DChg,1:33:51.000,2019-11-15 23:58:34,28.3,0.0
16201,CC_DChg,1:33:52.000,2019-11-15 23:58:35,28.3,0.0
16202,CC_DChg,1:33:53.000,2019-11-15 23:58:36,28.3,0.0
16203,CC_DChg,1:33:54.000,2019-11-15 23:58:37,28.3,0.0
16204,CC_DChg,1:33:55.000,2019-11-15 23:58:38,28.3,0.0
16205,CC_DChg,1:33:56.000,2019-11-15 23:58:39,28.3,0.0
16206,CC_DChg,1:33:57.000,2019-11-15 23:58:40,28.3,0.0
16207,CC_DChg,1:33:58.000,2019-11-15 23:58:41,28.3,0.0
16208,CC_DChg,1:33:59.000,2019-11-15 23:58:42,28.3,0.0
16209,CC_DChg,1:34:00.000,2019-11-15 23:58:43,28.3,0.0
16210,CC_DChg,1:34:01.000,2019-11-15 23:58:44,28.3,0.0
16211,CC_DChg,1:34:02.000,2019-11-15 23:58:45,28.3,0.0
16212,CC_DChg,1:34:03.000,2019-11-15 23:58:46,28.3,0.0
16213,CC_DChg,1:34:04.000,2019-11-15 23:58:47,28.3,0.0
16214,CC_DChg,1:34:05.000,2019-11-15 23:58:48,28.3,0.0
16215,CC_DChg,1:34:06.000,2019-11-15 23:58:49,28.3,0.0
16216,CC_DChg,1:34:07.000,2019-11-15 23:58:50,28.3,0.0
16217,CC_DChg,1:34:08.000,2019-11-15 23:58:51,28.3,0.0
16218,CC_DChg,1:34:09.000,2019-11-15 23:58:52,28.3,0.0
16219,CC_DChg,1:34:10.000,2019-11-15 23:58:53,28.3,0.0
16220,CC_DChg,1:34:11.000,2019-11-15 23:58:54,28.3,0.0
16221,CC_DChg,1:34:12.000,2019-11-15 23:58:55,28.3,0.0
16222,CC_DChg,1:34:13.000,2019-11-15 23:58:56,28.3,0.0
16223,CC_DChg,1:34:14.000,2019-11-15 23:58:57,28.3,0.0
16224,CC_DChg,1:34:15.000,2019-11-15 23:58:58,28.3,0.0
16225,CC_DChg,1:34:16.000,2019-11-15 23:58:59,28.3,0.0
16226,CC_DChg,1:34:17.000,2019-11-15 23:59:00,28.3,0.0
16227,CC_DChg,1:34:18.000,2019-11-15 23:59:01,28.3,0.0
16228,CC_DChg,1:34:19.000,2019-11-15 23:59:02,28.3,0.0
16229,CC_DChg,1:34:20.000,2019-11-15 23:59:03,28.2,0.0
16230,CC_DChg,1:34:21.000,2019-11-15 23:59:04,28.3,0.0
16231,CC_DChg,1:34:22.000,2019-11-15 23:59:05,28.2,0.0
16232,CC_DChg,1:34:23.000,2019-11-15 23:59:06,28.3,0.0
16233,CC_DChg,1:34:24.000,2019-11-15 23:59:07,28.2,0.0
16234,CC_DChg,1:34:25.000,2019-11-15 23:59:08,28.2,0.0
16235,CC_DChg,1:34:26.000,2019-11-15 23:59:09,28.2,0.0
16236,CC_DChg,1:34:27.000,2019-11-15 23:59:10,28.2,0.0
16237,CC_DChg,1:34:28.000,2019-11-15 23:59:11,28.2,0.0
16238,CC_DChg,1:34:29.000,2019-11-15 23:59:12,28.2,0.0
16239,CC_DChg,1:34:30.000,2019-11-15 23:59:13,28.2,0.0
16240,CC_DChg,1:34:31.000,2019-11-15 23:59:14,28.2,0.0
16241,CC_DChg,1:34:32.000,2019-11-15 23:59:15,28.2,0.0
16242,CC_DChg,1:34:33.000,2019-11-15 23:59:16,28.2,0.0
16243,CC_DChg,1:34:34.000,2019-11-15 23:59:17,28.2,0.0
16244,CC_DChg,1:34:35.000,2019-11-15 23:59:18,28.2,0.0
16245,CC_DChg,1:34:36.000,2019-11-15 23:59:19,28.1,0.0
16246,CC_DChg,1:34:37.000,2019-11-15 23:59:20,28.2,0.0
16247,CC_DChg,1:34:38.000,2019-11-15 23:59:21,28.1,0.0
16248,CC_DChg,1:34:39.000,2019-11-15 23:59:22,28.1,0.0
16249,CC_DChg,1:34:40.000,2019-11-15 23:59:23,28.1,0.0
16250,CC_DChg,1:34:41.000,2019-11-15 23:59:24,28.1,0.0
16251,CC_DChg,1:34:42.000,2019-11-15 23:59:25,28.1,0.0
16252,CC_DChg,1:34:43.000,2019-11-15 23:59:26,28.1,0.0
16253,CC_DChg,1:34:44.000,2019-11-15 23:59:27,28.1,0.0
16254,CC_DChg,1:34:45.000,2019-11-15 23:59:28,28.1,0.0
16255,CC_DChg,1:34:46.000,2019-11-15 23:59:29,28.1,0.0
16256,CC_DChg,1:34:47.000,2019-11-15 23:59:30,28.1,0.0
16257,CC_DChg,1:34:48.000,2019-11-15 23:59:31,28.0,0.0
16258,CC_DChg,1:34:49.000,2019-11-15 23:59:32,28.1,0.0
16259,CC_DChg,1:34:50.000,2019-11-15 23:59:33,28.0,0.0
16260,CC_DChg,1:34:51.000,2019-11-15 23:59:34,28.1,0.0
16261,CC_DChg,1:34:52.000,2019-11-15 23:59:35,28.0,0.0
16262,CC_DChg,1:34:53.000,2019-11-15 23:59:36,28.0,0.0
16263,CC_DChg,1:34:54.000,2019-11-15 23:59:37,28.0,0.0
16264,CC_DChg,1:34:55.000,2019-11-15 23:59:38,28.0,0.0
16265,CC_DChg,1:34:56.000,2019-11-15 23:59:39,28.0,0.0
16266,CC_DChg,1:34:57.000,2019-11-15 23:59:40,28.0,0.0
16267,CC_DChg,1:34:58.000,2019-11-15 23:59:41,28.0,0.0
16268,CC_DChg,1:34:59.000,2019-11-15 23:59:42,28.0,0.0
16269,CC_DChg,1:35:00.000,2019-11-15 23:59:43,28.0,0.0
16270,CC_DChg,1:35:01.000,2019-11-15 23:59:44,28.0,0.0
16271,CC_DChg,1:35:02.000,2019-11-15 23:59:45,28.0,0.0
16272,CC_DChg,1:35:03.000,2019-11-15 23:59:46,28.0,0.0
16273,CC_DChg,1:35:04.000,2019-11-15 23:59:47,28.0,0.0
16274,CC_DChg,1:35:05.000,2019-11-15 23:59:48,28.0,0.0
16275,CC_DChg,1:35:06.000,2019-11-15 23:59:49,28.0,0.0
16276,CC_DChg,1:35:07.000,2019-11-15 23:59:50,27.9,0.0
16277,CC_DChg,1:35:08.000,2019-11-15 23:59:51,28.0,0.0
16278,CC_DChg,1:35:09.000,2019-11-15 23:59:52,27.9,0.0
16279,CC_DChg,1:35:10.000,2019-11-15 23:59:53,27.9,0.0
16280,CC_DChg,1:35:11.000,2019-11-15 23:59:54,28.0,0.0
16281,CC_DChg,1:35:12.000,2019-11-15 23:59:55,27.9,0.0
16282,CC_DChg,1:35:13.000,2019-11-15 23:59:56,28.0,0.0
16283,CC_DChg,1:35:14.000,2019-11-15 23:59:57,27.9,0.0
16284,CC_DChg,1:35:15.000,2019-11-15 23:59:58,27.9,0.0
16285,CC_DChg,1:35:16.000,2019-11-15 23:59:59,28.0,0.0
16286,CC_DChg,1:35:17.000,2019-11-16 00:00:00,27.9,0.0
16287,CC_DChg,1:35:18.000,2019-11-16 00:00:01,28.0,0.0
16288,CC_DChg,1:35:19.000,2019-11-16 00:00:02,27.9,0.0
16289,CC_DChg,1:35:20.000,2019-11-16 00:00:03,27.9,0.0
16290,CC_DChg,1:35:21.000,2019-11-16 00:00:04,28.0,0.0
16291,CC_DChg,1:35:22.000,2019-11-16 00:00:05,27.9,0.0
16292,CC_DChg,1:35:23.000,2019-11-16 00:00:06,28.0,0.0
16293,CC_DChg,1:35:24.000,2019-11-16 00:00:07,27.9,0.0
16294,CC_DChg,1:35:25.000,2019-11-16 00:00:08,27.9,0.0
16295,CC_DChg,1:35:26.000,2019-11-16 00:00:09,28.0,0.0
16296,CC_DChg,1:35:27.000,2019-11-16 00:00:10,27.9,0.0
16297,CC_DChg,1:35:28.000,2019-11-16 00:00:11,28.0,0.0
16298,CC_DChg,1:35:29.000,2019-11-16 00:00:12,27.9,0.0
16299,CC_DChg,1:35:30.000,2019-11-16 00:00:13,28.0,0.0
16300,CC_DChg,1:35:31.000,2019-11-16 00:00:14,28.0,0.0
16301,CC_DChg,1:35:32.000,2019-11-16 00:00:15,27.9,0.0
16302,CC_DChg,1:35:33.000,2019-11-16 00:00:16,28.0,0.0
16303,CC_DChg,1:35:34.000,2019-11-16 00:00:17,28.0,0.0
16304,CC_DChg,1:35:35.000,2019-11-16 00:00:18,28.0,0.0
16305,CC_DChg,1:35:36.000,2019-11-16 00:00:19,28.0,0.0
16306,CC_DChg,1:35:37.000,2019-11-16 00:00:20,28.0,0.0
16307,CC_DChg,1:35:38.000,2019-11-16 00:00:21,28.0,0.0
16308,CC_DChg,1:35:39.000,2019-11-16 00:00:22,28.0,0.0
16309,CC_DChg,1:35:40.000,2019-11-16 00:00:23,28.0,0.0
16310,CC_DChg,1:35:41.000,2019-11-16 00:00:24,28.0,0.0
16311,CC_DChg,1:35:42.000,2019-11-16 00:00:25,28.0,0.0
16312,CC_DChg,1:35:43.000,2019-11-16 00:00:26,28.0,0.0
16313,CC_DChg,1:35:44.000,2019-11-16 00:00:27,28.0,0.0
16314,CC_DChg,1:35:45.000,2019-11-16 00:00:28,28.0,0.0
16315,CC_DChg,1:35:46.000,2019-11-16 00:00:29,28.0,0.0
16316,CC_DChg,1:35:47.000,2019-11-16 00:00:30,28.0,0.0
16317,CC_DChg,1:35:48.000,2019-11-16 00:00:31,28.1,0.0
16318,CC_DChg,1:35:49.000,2019-11-16 00:00:32,28.0,0.0
16319,CC_DChg,1:35:50.000,2019-11-16 00:00:33,28.1,0.0
16320,CC_DChg,1:35:51.000,2019-11-16 00:00:34,28.1,0.0
16321,CC_DChg,1:35:52.000,2019-11-16 00:00:35,28.0,0.0
16322,CC_DChg,1:35:53.000,2019-11-16 00:00:36,28.1,0.0
16323,CC_DChg,1:35:54.000,2019-11-16 00:00:37,28.1,0.0
16324,CC_DChg,1:35:55.000,2019-11-16 00:00:38,28.1,0.0
16325,CC_DChg,1:35:56.000,2019-11-16 00:00:39,28.1,0.0
16326,CC_DChg,1:35:57.000,2019-11-16 00:00:40,28.1,0.0
16327,CC_DChg,1:35:58.000,2019-11-16 00:00:41,28.1,0.0
16328,CC_DChg,1:35:59.000,2019-11-16 00:00:42,28.1,0.0
16329,CC_DChg,1:36:00.000,2019-11-16 00:00:43,28.1,0.0
16330,CC_DChg,1:36:01.000,2019-11-16 00:00:44,28.2,0.0
16331,CC_DChg,1:36:02.000,2019-11-16 00:00:45,28.1,0.0
16332,CC_DChg,1:36:03.000,2019-11-16 00:00:46,28.2,0.0
16333,CC_DChg,1:36:04.000,2019-11-16 00:00:47,28.1,0.0
16334,CC_DChg,1:36:05.000,2019-11-16 00:00:48,28.2,0.0
16335,CC_DChg,1:36:06.000,2019-11-16 00:00:49,28.2,0.0
16336,CC_DChg,1:36:07.000,2019-11-16 00:00:50,28.2,0.0
16337,CC_DChg,1:36:08.000,2019-11-16 00:00:51,28.2,0.0
16338,CC_DChg,1:36:09.000,2019-11-16 00:00:52,28.2,0.0
16339,CC_DChg,1:36:10.000,2019-11-16 00:00:53,28.2,0.0
16340,CC_DChg,1:36:11.000,2019-11-16 00:00:54,28.2,0.0
16341,CC_DChg,1:36:12.000,2019-11-16 00:00:55,28.2,0.0
16342,CC_DChg,1:36:13.000,2019-11-16 00:00:56,28.2,0.0
16343,CC_DChg,1:36:14.000,2019-11-16 00:00:57,28.2,0.0
16344,CC_DChg,1:36:15.000,2019-11-16 00:00:58,28.3,0.0
16345,CC_DChg,1:36:16.000,2019-11-16 00:00:59,28.2,0.0
16346,CC_DChg,1:36:17.000,2019-11-16 00:01:00,28.3,0.0
16347,CC_DChg,1:36:18.000,2019-11-16 00:01:01,28.2,0.0
16348,CC_DChg,1:36:19.000,2019-11-16 00:01:02,28.3,0.0
16349,CC_DChg,1:36:20.000,2019-11-16 00:01:03,28.3,0.0
16350,CC_DChg,1:36:21.000,2019-11-16 00:01:04,28.3,0.0
16351,CC_DChg,1:36:22.000,2019-11-16 00:01:05,28.3,0.0
16352,CC_DChg,1:36:23.000,2019-11-16 00:01:06,28.3,0.0
16353,CC_DChg,1:36:24.000,2019-11-16 00:01:07,28.3,0.0
16354,CC_DChg,1:36:25.000,2019-11-16 00:01:08,28.3,0.0
16355,CC_DChg,1:36:26.000,2019-11-16 00:01:09,28.3,0.0
16356,CC_DChg,1:36:27.000,2019-11-16 00:01:10,28.3,0.0
16357,CC_DChg,1:36:28.000,2019-11-16 00:01:11,28.3,0.0
16358,CC_DChg,1:36:29.000,2019-11-16 00:01:12,28.3,0.0
16359,CC_DChg,1:36:30.000,2019-11-16 00:01:13,28.3,0.0
16360,CC_DChg,1:36:31.000,2019-11-16 00:01:14,28.3,0.0
16361,CC_DChg,1:36:32.000,2019-11-16 00:01:15,28.3,0.0
16362,CC_DChg,1:36:33.000,2019-11-16 00:01:16,28.3,0.0
16363,CC_DChg,1:36:34.000,2019-11-16 00:01:17,28.3,0.0
16364,CC_DChg,1:36:35.000,2019-11-16 00:01:18,28.3,0.0
16365,CC_DChg,1:36:36.000,2019-11-16 00:01:19,28.3,0.0
16366,CC_DChg,1:36:37.000,2019-11-16 00:01:20,28.3,0.0
16367,CC_DChg,1:36:38.000,2019-11-16 00:01:21,28.3,0.0
16368,CC_DChg,1:36:39.000,2019-11-16 00:01:22,28.3,0.0
16369,CC_DChg,1:36:40.000,2019-11-16 00:01:23,28.3,0.0
16370,CC_DChg,1:36:41.000,2019-11-16 00:01:24,28.3,0.0
16371,CC_DChg,1:36:42.000,2019-11-16 00:01:25,28.3,0.0
16372,CC_DChg,1:36:43.000,2019-11-16 00:01:26,28.3,0.0
16373,CC_DChg,1:36:44.000,2019-11-16 00:01:27,28.3,0.0
16374,CC_DChg,1:36:45.000,2019-11-16 00:01:28,28.3,0.0
16375,CC_DChg,1:36:46.000,2019-11-16 00:01:29,28.3,0.0
16376,CC_DChg,1:36:47.000,2019-11-16 00:01:30,28.3,0.0
16377,CC_DChg,1:36:48.000,2019-11-16 00:01:31,28.3,0.0
16378,CC_DChg,1:36:49.000,2019-11-16 00:01:32,28.2,0.0
16379,CC_DChg,1:36:50.000,2019-11-16 00:01:33,28.3,0.0
16380,CC_DChg,1:36:51.000,2019-11-16 00:01:34,28.3,0.0
16381,CC_DChg,1:36:52.000,2019-11-16 00:01:35,28.3,0.0
16382,CC_DChg,1:36:53.000,2019-11-16 00:01:36,28.2,0.0
16383,CC_DChg,1:36:54.000,2019-11-16 00:01:37,28.2,0.0
16384,CC_DChg,1:36:55.000,2019-11-16 00:01:38,28.3,0.0
16385,CC_DChg,1:36:56.000,2019-11-16 00:01:39,28.2,0.0
16386,CC_DChg,1:36:57.000,2019-11-16 00:01:40,28.2,0.0
16387,CC_DChg,1:36:58.000,2019-11-16 00:01:41,28.2,0.0
16388,CC_DChg,1:36:59.000,2019-11-16 00:01:42,28.2,0.0
16389,CC_DChg,1:37:00.000,2019-11-16 00:01:43,28.2,0.0
16390,CC_DChg,1:37:01.000,2019-11-16 00:01:44,28.2,0.0
16391,CC_DChg,1:37:02.000,2019-11-16 00:01:45,28.2,0.0
16392,CC_DChg,1:37:03.000,2019-11-16 00:01:46,28.2,0.0
16393,CC_DChg,1:37:04.000,2019-11-16 00:01:47,28.2,0.0
16394,CC_DChg,1:37:05.000,2019-11-16 00:01:48,28.1,0.0
16395,CC_DChg,1:37:06.000,2019-11-16 00:01:49,28.2,0.0
16396,CC_DChg,1:37:07.000,2019-11-16 00:01:50,28.2,0.0
16397,CC_DChg,1:37:08.000,2019-11-16 00:01:51,28.2,0.0
16398,CC_DChg,1:37:09.000,2019-11-16 00:01:52,28.1,0.0
16399,CC_DChg,1:37:10.000,2019-11-16 00:01:53,28.1,0.0
16400,CC_DChg,1:37:11.000,2019-11-16 00:01:54,28.1,0.0
16401,CC_DChg,1:37:12.000,2019-11-16 00:01:55,28.1,0.0
16402,CC_DChg,1:37:13.000,2019-11-16 00:01:56,28.1,0.0
16403,CC_DChg,1:37:14.000,2019-11-16 00:01:57,28.1,0.0
16404,CC_DChg,1:37:15.000,2019-11-16 00:01:58,28.1,0.0
16405,CC_DChg,1:37:16.000,2019-11-16 00:01:59,28.1,0.0
16406,CC_DChg,1:37:17.000,2019-11-16 00:02:00,28.1,0.0
16407,CC_DChg,1:37:18.000,2019-11-16 00:02:01,28.1,0.0
16408,CC_DChg,1:37:19.000,2019-11-16 00:02:02,28.0,0.0
16409,CC_DChg,1:37:20.000,2019-11-16 00:02:03,28.1,0.0
16410,CC_DChg,1:37:21.000,2019-11-16 00:02:04,28.0,0.0
16411,CC_DChg,1:37:22.000,2019-11-16 00:02:05,28.0,0.0
16412,CC_DChg,1:37:23.000,2019-11-16 00:02:06,28.0,0.0
16413,CC_DChg,1:37:24.000,2019-11-16 00:02:07,28.0,0.0
16414,CC_DChg,1:37:25.000,2019-11-16 00:02:08,28.0,0.0
16415,CC_DChg,1:37:26.000,2019-11-16 00:02:09,28.0,0.0
16416,CC_DChg,1:37:27.000,2019-11-16 00:02:10,28.0,0.0
16417,CC_DChg,1:37:28.000,2019-11-16 00:02:11,28.0,0.0
16418,CC_DChg,1:37:29.000,2019-11-16 00:02:12,28.0,0.0
16419,CC_DChg,1:37:30.000,2019-11-16 00:02:13,28.0,0.0
16420,CC_DChg,1:37:31.000,2019-11-16 00:02:14,28.0,0.0
16421,CC_DChg,1:37:32.000,2019-11-16 00:02:15,28.0,0.0
16422,CC_DChg,1:37:33.000,2019-11-16 00:02:16,28.0,0.0
16423,CC_DChg,1:37:34.000,2019-11-16 00:02:17,28.0,0.0
16424,CC_DChg,1:37:35.000,2019-11-16 00:02:18,27.9,0.0
16425,CC_DChg,1:37:36.000,2019-11-16 00:02:19,28.0,0.0
16426,CC_DChg,1:37:37.000,2019-11-16 00:02:20,27.9,0.0
16427,CC_DChg,1:37:38.000,2019-11-16 00:02:21,28.0,0.0
16428,CC_DChg,1:37:39.000,2019-11-16 00:02:22,27.9,0.0
16429,CC_DChg,1:37:40.000,2019-11-16 00:02:23,27.9,0.0
16430,CC_DChg,1:37:41.000,2019-11-16 00:02:24,27.9,0.0
16431,CC_DChg,1:37:42.000,2019-11-16 00:02:25,27.9,0.0
16432,CC_DChg,1:37:43.000,2019-11-16 00:02:26,27.9,0.0
16433,CC_DChg,1:37:44.000,2019-11-16 00:02:27,27.9,0.0
16434,CC_DChg,1:37:45.000,2019-11-16 00:02:28,28.0,0.0
16435,CC_DChg,1:37:46.000,2019-11-16 00:02:29,27.9,0.0
16436,CC_DChg,1:37:47.000,2019-11-16 00:02:30,28.0,0.0
16437,CC_DChg,1:37:48.000,2019-11-16 00:02:31,27.9,0.0
16438,CC_DChg,1:37:49.000,2019-11-16 00:02:32,28.0,0.0
16439,CC_DChg,1:37:50.000,2019-11-16 00:02:33,27.9,0.0
16440,CC_DChg,1:37:51.000,2019-11-16 00:02:34,27.9,0.0
16441,CC_DChg,1:37:52.000,2019-11-16 00:02:35,27.9,0.0
16442,CC_DChg,1:37:53.000,2019-11-16 00:02:36,27.9,0.0
16443,CC_DChg,1:37:54.000,2019-11-16 00:02:37,27.9,0.0
16444,CC_DChg,1:37:55.000,2019-11-16 00:02:38,27.9,0.0
16445,CC_DChg,1:37:56.000,2019-11-16 00:02:39,28.0,0.0
16446,CC_DChg,1:37:57.000,2019-11-16 00:02:40,27.9,0.0
16447,CC_DChg,1:37:58.000,2019-11-16 00:02:41,28.0,0.0
16448,CC_DChg,1:37:59.000,2019-11-16 00:02:42,27.9,0.0
16449,CC_DChg,1:38:00.000,2019-11-16 00:02:43,28.0,0.0
16450,CC_DChg,1:38:01.000,2019-11-16 00:02:44,27.9,0.0
16451,CC_DChg,1:38:02.000,2019-11-16 00:02:45,28.0,0.0
16452,CC_DChg,1:38:03.000,2019-11-16 00:02:46,27.9,0.0
16453,CC_DChg,1:38:04.000,2019-11-16 00:02:47,28.0,0.0
16454,CC_DChg,1:38:05.000,2019-11-16 00:02:48,27.9,0.0
16455,CC_DChg,1:38:06.000,2019-11-16 00:02:49,28.0,0.0
16456,CC_DChg,1:38:07.000,2019-11-16 00:02:50,28.0,0.0
16457,CC_DChg,1:38:08.000,2019-11-16 00:02:51,28.0,0.0
16458,CC_DChg,1:38:09.000,2019-11-16 00:02:52,28.0,0.0
16459,CC_DChg,1:38:10.000,2019-11-16 00:02:53,28.0,0.0
16460,CC_DChg,1:38:11.000,2019-11-16 00:02:54,28.0,0.0
16461,CC_DChg,1:38:12.000,2019-11-16 00:02:55,28.0,0.0
16462,CC_DChg,1:38:13.000,2019-11-16 00:02:56,28.0,0.0
16463,CC_DChg,1:38:14.000,2019-11-16 00:02:57,28.0,0.0
16464,CC_DChg,1:38:15.000,2019-11-16 00:02:58,28.0,0.0
16465,CC_DChg,1:38:16.000,2019-11-16 00:02:59,28.0,0.0
16466,CC_DChg,1:38:17.000,2019-11-16 00:03:00,28.0,0.0
16467,CC_DChg,1:38:18.000,2019-11-16 00:03:01,28.0,0.0
16468,CC_DChg,1:38:19.000,2019-11-16 00:03:02,28.0,0.0
16469,CC_DChg,1:38:20.000,2019-11-16 00:03:03,28.0,0.0
16470,CC_DChg,1:38:21.000,2019-11-16 00:03:04,28.1,0.0
16471,CC_DChg,1:38:22.000,2019-11-16 00:03:05,28.0,0.0
16472,CC_DChg,1:38:23.000,2019-11-16 00:03:06,28.1,0.0
16473,CC_DChg,1:38:24.000,2019-11-16 00:03:07,28.1,0.0
16474,CC_DChg,1:38:25.000,2019-11-16 00:03:08,28.1,0.0
16475,CC_DChg,1:38:26.000,2019-11-16 00:03:09,28.0,0.0
16476,CC_DChg,1:38:27.000,2019-11-16 00:03:10,28.1,0.0
16477,CC_DChg,1:38:28.000,2019-11-16 00:03:11,28.1,0.0
16478,CC_DChg,1:38:29.000,2019-11-16 00:03:12,28.1,0.0
16479,CC_DChg,1:38:30.000,2019-11-16 00:03:13,28.1,0.0
16480,CC_DChg,1:38:31.000,2019-11-16 00:03:14,28.1,0.0
16481,CC_DChg,1:38:32.000,2019-11-16 00:03:15,28.1,0.0
16482,CC_DChg,1:38:33.000,2019-11-16 00:03:16,28.1,0.0
16483,CC_DChg,1:38:34.000,2019-11-16 00:03:17,28.1,0.0
16484,CC_DChg,1:38:35.000,2019-11-16 00:03:18,28.1,0.0
16485,CC_DChg,1:38:36.000,2019-11-16 00:03:19,28.2,0.0
16486,CC_DChg,1:38:37.000,2019-11-16 00:03:20,28.2,0.0
16487,CC_DChg,1:38:38.000,2019-11-16 00:03:21,28.2,0.0
16488,CC_DChg,1:38:39.000,2019-11-16 00:03:22,28.2,0.0
16489,CC_DChg,1:38:40.000,2019-11-16 00:03:23,28.2,0.0
16490,CC_DChg,1:38:41.000,2019-11-16 00:03:24,28.2,0.0
16491,CC_DChg,1:38:42.000,2019-11-16 00:03:25,28.2,0.0
16492,CC_DChg,1:38:43.000,2019-11-16 00:03:26,28.2,0.0
16493,CC_DChg,1:38:44.000,2019-11-16 00:03:27,28.2,0.0
16494,CC_DChg,1:38:45.000,2019-11-16 00:03:28,28.2,0.0
16495,CC_DChg,1:38:46.000,2019-11-16 00:03:29,28.2,0.0
16496,CC_DChg,1:38:47.000,2019-11-16 00:03:30,28.2,0.0
16497,CC_DChg,1:38:48.000,2019-11-16 00:03:31,28.2,0.0
16498,CC_DChg,1:38:49.000,2019-11-16 00:03:32,28.3,0.0
16499,CC_DChg,1:38:50.000,2019-11-16 00:03:33,28.2,0.0
16500,CC_DChg,1:38:51.000,2019-11-16 00:03:34,28.2,0.0
16501,CC_DChg,1:38:52.000,2019-11-16 00:03:35,28.3,0.0
16502,CC_DChg,1:38:53.000,2019-11-16 00:03:36,28.3,0.0
16503,CC_DChg,1:38:54.000,2019-11-16 00:03:37,28.2,0.0
16504,CC_DChg,1:38:55.000,2019-11-16 00:03:38,28.3,0.0
16505,CC_DChg,1:38:56.000,2019-11-16 00:03:39,28.3,0.0
16506,CC_DChg,1:38:57.000,2019-11-16 00:03:40,28.3,0.0
16507,CC_DChg,1:38:58.000,2019-11-16 00:03:41,28.3,0.0
16508,CC_DChg,1:38:59.000,2019-11-16 00:03:42,28.3,0.0
16509,CC_DChg,1:39:00.000,2019-11-16 00:03:43,28.3,0.0
16510,CC_DChg,1:39:01.000,2019-11-16 00:03:44,28.3,0.0
16511,CC_DChg,1:39:02.000,2019-11-16 00:03:45,28.3,0.0
16512,CC_DChg,1:39:03.000,2019-11-16 00:03:46,28.3,0.0
16513,CC_DChg,1:39:04.000,2019-11-16 00:03:47,28.3,0.0
16514,CC_DChg,1:39:05.000,2019-11-16 00:03:48,28.3,0.0
16515,CC_DChg,1:39:06.000,2019-11-16 00:03:49,28.3,0.0
16516,CC_DChg,1:39:07.000,2019-11-16 00:03:50,28.3,0.0
16517,CC_DChg,1:39:08.000,2019-11-16 00:03:51,28.3,0.0
16518,CC_DChg,1:39:09.000,2019-11-16 00:03:52,28.3,0.0
16519,CC_DChg,1:39:10.000,2019-11-16 00:03:53,28.3,0.0
16520,CC_DChg,1:39:11.000,2019-11-16 00:03:54,28.3,0.0
16521,CC_DChg,1:39:12.000,2019-11-16 00:03:55,28.3,0.0
16522,CC_DChg,1:39:13.000,2019-11-16 00:03:56,28.3,0.0
16523,CC_DChg,1:39:14.000,2019-11-16 00:03:57,28.3,0.0
16524,CC_DChg,1:39:15.000,2019-11-16 00:03:58,28.3,0.0
16525,CC_DChg,1:39:16.000,2019-11-16 00:03:59,28.2,0.0
16526,CC_DChg,1:39:17.000,2019-11-16 00:04:00,28.3,0.0
16527,CC_DChg,1:39:18.000,2019-11-16 00:04:01,28.2,0.0
16528,CC_DChg,1:39:19.000,2019-11-16 00:04:02,28.3,0.0
16529,CC_DChg,1:39:20.000,2019-11-16 00:04:03,28.2,0.0
16530,CC_DChg,1:39:21.000,2019-11-16 00:04:04,28.3,0.0
16531,CC_DChg,1:39:22.000,2019-11-16 00:04:05,28.2,0.0
16532,CC_DChg,1:39:23.000,2019-11-16 00:04:06,28.2,0.0
16533,CC_DChg,1:39:24.000,2019-11-16 00:04:07,28.2,0.0
16534,CC_DChg,1:39:25.000,2019-11-16 00:04:08,28.2,0.0
16535,CC_DChg,1:39:26.000,2019-11-16 00:04:09,28.2,0.0
16536,CC_DChg,1:39:27.000,2019-11-16 00:04:10,28.2,0.0
16537,CC_DChg,1:39:28.000,2019-11-16 00:04:11,28.2,0.0
16538,CC_DChg,1:39:29.000,2019-11-16 00:04:12,28.2,0.0
16539,CC_DChg,1:39:30.000,2019-11-16 00:04:13,28.2,0.0
16540,CC_DChg,1:39:31.000,2019-11-16 00:04:14,28.2,0.0
16541,CC_DChg,1:39:32.000,2019-11-16 00:04:15,28.2,0.0
16542,CC_DChg,1:39:33.000,2019-11-16 00:04:16,28.2,0.0
16543,CC_DChg,1:39:34.000,2019-11-16 00:04:17,28.1,0.0
16544,CC_DChg,1:39:35.000,2019-11-16 00:04:18,28.2,0.0
16545,CC_DChg,1:39:36.000,2019-11-16 00:04:19,28.1,0.0
16546,CC_DChg,1:39:37.000,2019-11-16 00:04:20,28.2,0.0
16547,CC_DChg,1:39:38.000,2019-11-16 00:04:21,28.1,0.0
16548,CC_DChg,1:39:39.000,2019-11-16 00:04:22,28.1,0.0
16549,CC_DChg,1:39:40.000,2019-11-16 00:04:23,28.1,0.0
16550,CC_DChg,1:39:41.000,2019-11-16 00:04:24,28.1,0.0
16551,CC_DChg,1:39:42.000,2019-11-16 00:04:25,28.1,0.0
16552,CC_DChg,1:39:43.000,2019-11-16 00:04:26,28.1,0.0
16553,CC_DChg,1:39:44.000,2019-11-16 00:04:27,28.1,0.0
16554,CC_DChg,1:39:45.000,2019-11-16 00:04:28,28.1,0.0
