Record Index,Status,JumpTo,Cycle,Step,Cur(mA),Voltage(V),CapaCity(mAh),Energy(mWh),Relative Time(h:min:s.ms),Absolute Time
1,Rest,1,1,1,0.00,3.5897,0.00,0.00,0:00:00.000,11/15/2019 19:38:18
2,Rest,1,1,1,0.00,3.5897,0.00,0.00,0:00:01.000,11/15/2019 19:38:19
3,Rest,1,1,1,0.00,3.5897,0.00,0.00,0:00:02.000,11/15/2019 19:38:20
4,Rest,1,1,1,0.00,3.5897,0.00,0.00,0:00:03.000,11/15/2019 19:38:21
5,Rest,1,1,1,0.00,3.5897,0.00,0.00,0:00:04.000,11/15/2019 19:38:22
6,Rest,1,1,1,0.00,3.5897,0.00,0.00,0:00:05.000,11/15/2019 19:38:23
7,CCCV_DChg,2,1,2,-900.200,3.5621,0.000,0.000,0:00:00.000,11/15/2019 19:38:23
8,CCCV_DChg,2,1,2,-900.200,3.5621,0.025,0.089,0:00:00.100,11/15/2019 19:38:23
9,CCCV_Chg,3,2,3,0.000,3.5897,0.000,0.000,0:00:00.000,11/15/2019 19:38:23
10,CCCV_Chg,3,2,3,0.000,3.5897,0.000,0.000,0:00:00.100,11/15/2019 19:38:23
11,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:00:00.000,11/15/2019 19:38:23
12,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:01.000,11/15/2019 19:38:24
13,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:02.000,11/15/2019 19:38:25
14,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:03.000,11/15/2019 19:38:26
15,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:04.000,11/15/2019 19:38:27
16,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:05.000,11/15/2019 19:38:28
17,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:06.000,11/15/2019 19:38:29
18,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:07.000,11/15/2019 19:38:30
19,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:08.000,11/15/2019 19:38:31
20,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:09.000,11/15/2019 19:38:32
21,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:10.000,11/15/2019 19:38:33
22,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:11.000,11/15/2019 19:38:34
23,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:12.000,11/15/2019 19:38:35
24,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:13.000,11/15/2019 19:38:36
25,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:14.000,11/15/2019 19:38:37
26,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:15.000,11/15/2019 19:38:38
27,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:16.000,11/15/2019 19:38:39
28,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:17.000,11/15/2019 19:38:40
29,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:18.000,11/15/2019 19:38:41
30,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:19.000,11/15/2019 19:38:42
31,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:20.000,11/15/2019 19:38:43
32,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:21.000,11/15/2019 19:38:44
33,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:22.000,11/15/2019 19:38:45
34,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:23.000,11/15/2019 19:38:46
35,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:24.000,11/15/2019 19:38:47
36,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:25.000,11/15/2019 19:38:48
37,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:26.000,11/15/2019 19:38:49
38,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:27.000,11/15/2019 19:38:50
39,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:28.000,11/15/2019 19:38:51
40,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:29.000,11/15/2019 19:38:52
41,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:30.000,11/15/2019 19:38:53
42,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:31.000,11/15/2019 19:38:54
43,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:32.000,11/15/2019 19:38:55
44,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:33.000,11/15/2019 19:38:56
45,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:34.000,11/15/2019 19:38:57
46,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:35.000,11/15/2019 19:38:58
47,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:36.000,11/15/2019 19:38:59
48,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:37.000,11/15/2019 19:39:00
49,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:38.000,11/15/2019 19:39:01
50,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:39.000,11/15/2019 19:39:02
51,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:40.000,11/15/2019 19:39:03
52,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:41.000,11/15/2019 19:39:04
53,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:42.000,11/15/2019 19:39:05
54,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:43.000,11/15/2019 19:39:06
55,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:44.000,11/15/2019 19:39:07
56,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:45.000,11/15/2019 19:39:08
57,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:46.000,11/15/2019 19:39:09
58,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:47.000,11/15/2019 19:39:10
59,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:48.000,11/15/2019 19:39:11
60,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:49.000,11/15/2019 19:39:12
61,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:50.000,11/15/2019 19:39:13
62,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:51.000,11/15/2019 19:39:14
63,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:52.000,11/15/2019 19:39:15
64,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:53.000,11/15/2019 19:39:16
65,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:54.000,11/15/2019 19:39:17
66,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:55.000,11/15/2019 19:39:18
67,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:56.000,11/15/2019 19:39:19
68,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:57.000,11/15/2019 19:39:20
69,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:58.000,11/15/2019 19:39:21
70,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:00:59.000,11/15/2019 19:39:22
71,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:00.000,11/15/2019 19:39:23
72,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:01.000,11/15/2019 19:39:24
73,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:02.000,11/15/2019 19:39:25
74,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:03.000,11/15/2019 19:39:26
75,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:04.000,11/15/2019 19:39:27
76,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:05.000,11/15/2019 19:39:28
77,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:06.000,11/15/2019 19:39:29
78,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:07.000,11/15/2019 19:39:30
79,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:08.000,11/15/2019 19:39:31
80,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:09.000,11/15/2019 19:39:32
81,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:10.000,11/15/2019 19:39:33
82,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:11.000,11/15/2019 19:39:34
83,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:12.000,11/15/2019 19:39:35
84,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:13.000,11/15/2019 19:39:36
85,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:14.000,11/15/2019 19:39:37
86,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:15.000,11/15/2019 19:39:38
87,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:16.000,11/15/2019 19:39:39
88,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:17.000,11/15/2019 19:39:40
89,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:18.000,11/15/2019 19:39:41
90,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:19.000,11/15/2019 19:39:42
91,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:20.000,11/15/2019 19:39:43
92,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:21.000,11/15/2019 19:39:44
93,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:22.000,11/15/2019 19:39:45
94,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:23.000,11/15/2019 19:39:46
95,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:24.000,11/15/2019 19:39:47
96,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:01:25.000,11/15/2019 19:39:48
97,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:26.000,11/15/2019 19:39:49
98,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:27.000,11/15/2019 19:39:50
99,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:28.000,11/15/2019 19:39:51
100,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:29.000,11/15/2019 19:39:52
101,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:30.000,11/15/2019 19:39:53
102,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:01:31.000,11/15/2019 19:39:54
103,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:32.000,11/15/2019 19:39:55
104,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:33.000,11/15/2019 19:39:56
105,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:34.000,11/15/2019 19:39:57
106,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:35.000,11/15/2019 19:39:58
107,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:36.000,11/15/2019 19:39:59
108,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:37.000,11/15/2019 19:40:00
109,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:38.000,11/15/2019 19:40:01
110,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:39.000,11/15/2019 19:40:02
111,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:40.000,11/15/2019 19:40:03
112,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:41.000,11/15/2019 19:40:04
113,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:42.000,11/15/2019 19:40:05
114,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:43.000,11/15/2019 19:40:06
115,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:44.000,11/15/2019 19:40:07
116,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:45.000,11/15/2019 19:40:08
117,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:46.000,11/15/2019 19:40:09
118,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:47.000,11/15/2019 19:40:10
119,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:48.000,11/15/2019 19:40:11
120,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:49.000,11/15/2019 19:40:12
121,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:50.000,11/15/2019 19:40:13
122,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:51.000,11/15/2019 19:40:14
123,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:52.000,11/15/2019 19:40:15
124,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:01:53.000,11/15/2019 19:40:16
125,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:54.000,11/15/2019 19:40:17
126,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:55.000,11/15/2019 19:40:18
127,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:56.000,11/15/2019 19:40:19
128,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:57.000,11/15/2019 19:40:20
129,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:01:58.000,11/15/2019 19:40:21
130,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:01:59.000,11/15/2019 19:40:22
131,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:00.000,11/15/2019 19:40:23
132,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:01.000,11/15/2019 19:40:24
133,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:02.000,11/15/2019 19:40:25
134,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:03.000,11/15/2019 19:40:26
135,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:04.000,11/15/2019 19:40:27
136,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:05.000,11/15/2019 19:40:28
137,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:06.000,11/15/2019 19:40:29
138,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:07.000,11/15/2019 19:40:30
139,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:08.000,11/15/2019 19:40:31
140,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:09.000,11/15/2019 19:40:32
141,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:10.000,11/15/2019 19:40:33
142,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:11.000,11/15/2019 19:40:34
143,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:12.000,11/15/2019 19:40:35
144,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:13.000,11/15/2019 19:40:36
145,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:14.000,11/15/2019 19:40:37
146,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:15.000,11/15/2019 19:40:38
147,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:16.000,11/15/2019 19:40:39
148,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:17.000,11/15/2019 19:40:40
149,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:18.000,11/15/2019 19:40:41
150,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:19.000,11/15/2019 19:40:42
151,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:20.000,11/15/2019 19:40:43
152,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:21.000,11/15/2019 19:40:44
153,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:22.000,11/15/2019 19:40:45
154,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:23.000,11/15/2019 19:40:46
155,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:24.000,11/15/2019 19:40:47
156,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:25.000,11/15/2019 19:40:48
157,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:26.000,11/15/2019 19:40:49
158,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:27.000,11/15/2019 19:40:50
159,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:28.000,11/15/2019 19:40:51
160,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:29.000,11/15/2019 19:40:52
161,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:30.000,11/15/2019 19:40:53
162,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:31.000,11/15/2019 19:40:54
163,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:32.000,11/15/2019 19:40:55
164,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:33.000,11/15/2019 19:40:56
165,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:34.000,11/15/2019 19:40:57
166,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:35.000,11/15/2019 19:40:58
167,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:36.000,11/15/2019 19:40:59
168,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:37.000,11/15/2019 19:41:00
169,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:38.000,11/15/2019 19:41:01
170,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:39.000,11/15/2019 19:41:02
171,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:40.000,11/15/2019 19:41:03
172,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:41.000,11/15/2019 19:41:04
173,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:42.000,11/15/2019 19:41:05
174,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:43.000,11/15/2019 19:41:06
175,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:44.000,11/15/2019 19:41:07
176,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:45.000,11/15/2019 19:41:08
177,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:46.000,11/15/2019 19:41:09
178,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:47.000,11/15/2019 19:41:10
179,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:48.000,11/15/2019 19:41:11
180,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:49.000,11/15/2019 19:41:12
181,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:50.000,11/15/2019 19:41:13
182,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:51.000,11/15/2019 19:41:14
183,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:52.000,11/15/2019 19:41:15
184,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:53.000,11/15/2019 19:41:16
185,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:54.000,11/15/2019 19:41:17
186,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:55.000,11/15/2019 19:41:18
187,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:56.000,11/15/2019 19:41:19
188,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:57.000,11/15/2019 19:41:20
189,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:02:58.000,11/15/2019 19:41:21
190,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:02:59.000,11/15/2019 19:41:22
191,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:00.000,11/15/2019 19:41:23
192,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:01.000,11/15/2019 19:41:24
193,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:02.000,11/15/2019 19:41:25
194,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:03.000,11/15/2019 19:41:26
195,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:04.000,11/15/2019 19:41:27
196,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:05.000,11/15/2019 19:41:28
197,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:06.000,11/15/2019 19:41:29
198,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:07.000,11/15/2019 19:41:30
199,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:08.000,11/15/2019 19:41:31
200,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:09.000,11/15/2019 19:41:32
201,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:10.000,11/15/2019 19:41:33
202,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:11.000,11/15/2019 19:41:34
203,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:12.000,11/15/2019 19:41:35
204,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:13.000,11/15/2019 19:41:36
205,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:14.000,11/15/2019 19:41:37
206,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:15.000,11/15/2019 19:41:38
207,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:16.000,11/15/2019 19:41:39
208,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:17.000,11/15/2019 19:41:40
209,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:18.000,11/15/2019 19:41:41
210,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:19.000,11/15/2019 19:41:42
211,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:20.000,11/15/2019 19:41:43
212,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:21.000,11/15/2019 19:41:44
213,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:22.000,11/15/2019 19:41:45
214,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:23.000,11/15/2019 19:41:46
215,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:24.000,11/15/2019 19:41:47
216,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:25.000,11/15/2019 19:41:48
217,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:26.000,11/15/2019 19:41:49
218,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:27.000,11/15/2019 19:41:50
219,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:28.000,11/15/2019 19:41:51
220,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:29.000,11/15/2019 19:41:52
221,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:30.000,11/15/2019 19:41:53
222,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:31.000,11/15/2019 19:41:54
223,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:32.000,11/15/2019 19:41:55
224,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:33.000,11/15/2019 19:41:56
225,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:34.000,11/15/2019 19:41:57
226,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:35.000,11/15/2019 19:41:58
227,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:36.000,11/15/2019 19:41:59
228,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:37.000,11/15/2019 19:42:00
229,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:38.000,11/15/2019 19:42:01
230,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:39.000,11/15/2019 19:42:02
231,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:40.000,11/15/2019 19:42:03
232,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:41.000,11/15/2019 19:42:04
233,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:42.000,11/15/2019 19:42:05
234,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:43.000,11/15/2019 19:42:06
235,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:44.000,11/15/2019 19:42:07
236,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:45.000,11/15/2019 19:42:08
237,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:46.000,11/15/2019 19:42:09
238,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:47.000,11/15/2019 19:42:10
239,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:48.000,11/15/2019 19:42:11
240,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:49.000,11/15/2019 19:42:12
241,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:50.000,11/15/2019 19:42:13
242,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:51.000,11/15/2019 19:42:14
243,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:52.000,11/15/2019 19:42:15
244,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:53.000,11/15/2019 19:42:16
245,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:54.000,11/15/2019 19:42:17
246,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:55.000,11/15/2019 19:42:18
247,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:56.000,11/15/2019 19:42:19
248,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:57.000,11/15/2019 19:42:20
249,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:03:58.000,11/15/2019 19:42:21
250,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:03:59.000,11/15/2019 19:42:22
251,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:00.000,11/15/2019 19:42:23
252,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:01.000,11/15/2019 19:42:24
253,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:02.000,11/15/2019 19:42:25
254,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:03.000,11/15/2019 19:42:26
255,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:04.000,11/15/2019 19:42:27
256,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:05.000,11/15/2019 19:42:28
257,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:06.000,11/15/2019 19:42:29
258,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:07.000,11/15/2019 19:42:30
259,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:08.000,11/15/2019 19:42:31
260,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:09.000,11/15/2019 19:42:32
261,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:10.000,11/15/2019 19:42:33
262,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:11.000,11/15/2019 19:42:34
263,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:12.000,11/15/2019 19:42:35
264,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:13.000,11/15/2019 19:42:36
265,Rest,4,2,4,0.00,3.5900,0.00,0.00,0:04:14.000,11/15/2019 19:42:37
266,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:15.000,11/15/2019 19:42:38
267,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:16.000,11/15/2019 19:42:39
268,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:17.000,11/15/2019 19:42:40
269,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:18.000,11/15/2019 19:42:41
270,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:19.000,11/15/2019 19:42:42
271,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:20.000,11/15/2019 19:42:43
272,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:21.000,11/15/2019 19:42:44
273,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:22.000,11/15/2019 19:42:45
274,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:23.000,11/15/2019 19:42:46
275,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:24.000,11/15/2019 19:42:47
276,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:25.000,11/15/2019 19:42:48
277,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:26.000,11/15/2019 19:42:49
278,Rest,4,2,4,0.00,3.5897,0.00,0.00,0:04:27.000,11/15/2019 19:42:50
