Record Index,Status,JumpTo,Cycle,Step,Cur(mA),Voltage(V),CapaCity(mAh),Energy(mWh),Relative Time(h:min:s.ms),Absolute Time
11149,CC_DChg,7,2,7,-900.600,4.0581,142.850,584.277,0:09:31.000,11/15/2019 22:43:58
11150,CC_DChg,7,2,7,-900.600,4.0581,143.100,585.292,0:09:32.000,11/15/2019 22:43:59
11151,CC_DChg,7,2,7,-900.600,4.0578,143.350,586.307,0:09:33.000,11/15/2019 22:44:00
11152,CC_DChg,7,2,7,-900.600,4.0578,143.600,587.322,0:09:34.000,11/15/2019 22:44:01
11153,CC_DChg,7,2,7,-900.600,4.0578,143.850,588.337,0:09:35.000,11/15/2019 22:44:02
11154,CC_DChg,7,2,7,-900.600,4.0578,144.101,589.353,0:09:36.000,11/15/2019 22:44:03
11155,CC_DChg,7,2,7,-900.600,4.0575,144.351,590.368,0:09:37.000,11/15/2019 22:44:04
11156,CC_DChg,7,2,7,-900.600,4.0575,144.601,591.383,0:09:38.000,11/15/2019 22:44:05
11157,CC_DChg,7,2,7,-900.600,4.0575,144.851,592.398,0:09:39.000,11/15/2019 22:44:06
11158,CC_DChg,7,2,7,-900.600,4.0572,145.101,593.413,0:09:40.000,11/15/2019 22:44:07
11159,CC_DChg,7,2,7,-900.200,4.0572,145.351,594.428,0:09:41.000,11/15/2019 22:44:08
11160,CC_DChg,7,2,7,-900.200,4.0572,145.601,595.442,0:09:42.000,11/15/2019 22:44:09
11161,CC_DChg,7,2,7,-900.200,4.0569,145.851,596.456,0:09:43.000,11/15/2019 22:44:10
11162,CC_DChg,7,2,7,-900.200,4.0569,146.101,597.471,0:09:44.000,11/15/2019 22:44:11
11163,CC_DChg,7,2,7,-900.600,4.0569,146.352,598.486,0:09:45.000,11/15/2019 22:44:12
11164,CC_DChg,7,2,7,-900.600,4.0569,146.602,599.501,0:09:46.000,11/15/2019 22:44:13
11165,CC_DChg,7,2,7,-900.600,4.0569,146.852,600.516,0:09:47.000,11/15/2019 22:44:14
11166,CC_DChg,7,2,7,-900.600,4.0566,147.102,601.531,0:09:48.000,11/15/2019 22:44:15
11167,CC_DChg,7,2,7,-900.600,4.0566,147.352,602.546,0:09:49.000,11/15/2019 22:44:16
11168,CC_DChg,7,2,7,-900.600,4.0566,147.603,603.561,0:09:50.000,11/15/2019 22:44:17
11169,CC_DChg,7,2,7,-900.600,4.0566,147.853,604.576,0:09:51.000,11/15/2019 22:44:18
11170,CC_DChg,7,2,7,-901.000,4.0559,148.103,605.591,0:09:52.000,11/15/2019 22:44:19
11171,CC_DChg,7,2,7,-901.000,4.0559,148.353,606.606,0:09:53.000,11/15/2019 22:44:20
11172,CC_DChg,7,2,7,-901.000,4.0559,148.604,607.621,0:09:54.000,11/15/2019 22:44:21
11173,CC_DChg,7,2,7,-900.600,4.0559,148.854,608.636,0:09:55.000,11/15/2019 22:44:22
11174,CC_DChg,7,2,7,-900.600,4.0559,149.104,609.650,0:09:56.000,11/15/2019 22:44:23
11175,CC_DChg,7,2,7,-900.600,4.0556,149.354,610.665,0:09:57.000,11/15/2019 22:44:24
11176,CC_DChg,7,2,7,-900.600,4.0556,149.605,611.679,0:09:58.000,11/15/2019 22:44:25
11177,CC_DChg,7,2,7,-900.600,4.0556,149.855,612.694,0:09:59.000,11/15/2019 22:44:26
11178,CC_DChg,7,2,7,-900.600,4.0556,150.105,613.708,0:10:00.000,11/15/2019 22:44:27
11179,CC_DChg,7,2,7,-900.600,4.0553,150.355,614.723,0:10:01.000,11/15/2019 22:44:28
11180,CC_DChg,7,2,7,-900.600,4.0553,150.605,615.737,0:10:02.000,11/15/2019 22:44:29
11181,CC_DChg,7,2,7,-900.600,4.0553,150.856,616.752,0:10:03.000,11/15/2019 22:44:30
11182,CC_DChg,7,2,7,-900.600,4.0553,151.106,617.766,0:10:04.000,11/15/2019 22:44:31
11183,CC_DChg,7,2,7,-900.600,4.0550,151.356,618.781,0:10:05.000,11/15/2019 22:44:32
11184,CC_DChg,7,2,7,-900.600,4.0550,151.606,619.795,0:10:06.000,11/15/2019 22:44:33
11185,CC_DChg,7,2,7,-900.600,4.0550,151.856,620.810,0:10:07.000,11/15/2019 22:44:34
11186,CC_DChg,7,2,7,-900.600,4.0550,152.106,621.824,0:10:08.000,11/15/2019 22:44:35
11187,CC_DChg,7,2,7,-900.600,4.0547,152.357,622.838,0:10:09.000,11/15/2019 22:44:36
11188,CC_DChg,7,2,7,-900.600,4.0547,152.607,623.853,0:10:10.000,11/15/2019 22:44:37
11189,CC_DChg,7,2,7,-900.600,4.0547,152.857,624.867,0:10:11.000,11/15/2019 22:44:38
11190,CC_DChg,7,2,7,-900.600,4.0547,153.107,625.882,0:10:12.000,11/15/2019 22:44:39
11191,CC_DChg,7,2,7,-900.600,4.0544,153.357,626.896,0:10:13.000,11/15/2019 22:44:40
11192,CC_DChg,7,2,7,-900.200,4.0544,153.607,627.910,0:10:14.000,11/15/2019 22:44:41
11193,CC_DChg,7,2,7,-900.200,4.0544,153.858,628.924,0:10:15.000,11/15/2019 22:44:42
11194,CC_DChg,7,2,7,-900.200,4.0544,154.108,629.938,0:10:16.000,11/15/2019 22:44:43
11195,CC_DChg,7,2,7,-900.200,4.0541,154.358,630.952,0:10:17.000,11/15/2019 22:44:44
11196,CC_DChg,7,2,7,-900.200,4.0541,154.608,631.966,0:10:18.000,11/15/2019 22:44:45
11197,CC_DChg,7,2,7,-900.200,4.0541,154.858,632.980,0:10:19.000,11/15/2019 22:44:46
11198,CC_DChg,7,2,7,-900.200,4.0541,155.108,633.994,0:10:20.000,11/15/2019 22:44:47
11199,CC_DChg,7,2,7,-900.200,4.0538,155.358,635.007,0:10:21.000,11/15/2019 22:44:48
11200,CC_DChg,7,2,7,-900.200,4.0538,155.608,636.021,0:10:22.000,11/15/2019 22:44:49
11201,CC_DChg,7,2,7,-900.200,4.0538,155.858,637.035,0:10:23.000,11/15/2019 22:44:50
11202,CC_DChg,7,2,7,-900.200,4.0538,156.108,638.049,0:10:24.000,11/15/2019 22:44:51
11203,CC_DChg,7,2,7,-900.200,4.0538,156.358,639.063,0:10:25.000,11/15/2019 22:44:52
11204,CC_DChg,7,2,7,-900.600,4.0535,156.608,640.077,0:10:26.000,11/15/2019 22:44:53
11205,CC_DChg,7,2,7,-900.600,4.0535,156.858,641.091,0:10:27.000,11/15/2019 22:44:54
11206,CC_DChg,7,2,7,-900.600,4.0535,157.108,642.105,0:10:28.000,11/15/2019 22:44:55
11207,CC_DChg,7,2,7,-901.000,4.0535,157.359,643.119,0:10:29.000,11/15/2019 22:44:56
11208,CC_DChg,7,2,7,-901.000,4.0531,157.609,644.133,0:10:30.000,11/15/2019 22:44:57
11209,CC_DChg,7,2,7,-900.600,4.0531,157.859,645.147,0:10:31.000,11/15/2019 22:44:58
11210,CC_DChg,7,2,7,-900.600,4.0531,158.109,646.161,0:10:32.000,11/15/2019 22:44:59
11211,CC_DChg,7,2,7,-900.600,4.0531,158.360,647.175,0:10:33.000,11/15/2019 22:45:00
11212,CC_DChg,7,2,7,-900.600,4.0528,158.610,648.189,0:10:34.000,11/15/2019 22:45:01
11213,CC_DChg,7,2,7,-900.600,4.0528,158.860,649.203,0:10:35.000,11/15/2019 22:45:02
11214,CC_DChg,7,2,7,-900.600,4.0528,159.110,650.217,0:10:36.000,11/15/2019 22:45:03
11215,CC_DChg,7,2,7,-900.600,4.0528,159.360,651.230,0:10:37.000,11/15/2019 22:45:04
11216,CC_DChg,7,2,7,-900.600,4.0525,159.611,652.244,0:10:38.000,11/15/2019 22:45:05
11217,CC_DChg,7,2,7,-900.600,4.0525,159.861,653.258,0:10:39.000,11/15/2019 22:45:06
11218,CC_DChg,7,2,7,-900.600,4.0525,160.111,654.272,0:10:40.000,11/15/2019 22:45:07
11219,CC_DChg,7,2,7,-900.600,4.0525,160.361,655.286,0:10:41.000,11/15/2019 22:45:08
11220,CC_DChg,7,2,7,-900.600,4.0522,160.611,656.300,0:10:42.000,11/15/2019 22:45:09
11221,CC_DChg,7,2,7,-900.600,4.0522,160.862,657.314,0:10:43.000,11/15/2019 22:45:10
11222,CC_DChg,7,2,7,-900.200,4.0522,161.112,658.327,0:10:44.000,11/15/2019 22:45:11
11223,CC_DChg,7,2,7,-900.200,4.0522,161.362,659.340,0:10:45.000,11/15/2019 22:45:12
11224,CC_DChg,7,2,7,-900.200,4.0519,161.612,660.354,0:10:46.000,11/15/2019 22:45:13
11225,CC_DChg,7,2,7,-900.200,4.0519,161.862,661.367,0:10:47.000,11/15/2019 22:45:14
11226,CC_DChg,7,2,7,-900.200,4.0519,162.112,662.380,0:10:48.000,11/15/2019 22:45:15
11227,CC_DChg,7,2,7,-900.200,4.0519,162.362,663.393,0:10:49.000,11/15/2019 22:45:16
11228,CC_DChg,7,2,7,-900.200,4.0516,162.612,664.407,0:10:50.000,11/15/2019 22:45:17
11229,CC_DChg,7,2,7,-900.200,4.0516,162.862,665.420,0:10:51.000,11/15/2019 22:45:18
11230,CC_DChg,7,2,7,-900.600,4.0516,163.112,666.433,0:10:52.000,11/15/2019 22:45:19
11231,CC_DChg,7,2,7,-900.600,4.0516,163.362,667.447,0:10:53.000,11/15/2019 22:45:20
11232,CC_DChg,7,2,7,-900.600,4.0513,163.612,668.460,0:10:54.000,11/15/2019 22:45:21
11233,CC_DChg,7,2,7,-900.600,4.0513,163.862,669.473,0:10:55.000,11/15/2019 22:45:22
11234,CC_DChg,7,2,7,-900.600,4.0513,164.113,670.486,0:10:56.000,11/15/2019 22:45:23
11235,CC_DChg,7,2,7,-901.000,4.0513,164.363,671.500,0:10:57.000,11/15/2019 22:45:24
11236,CC_DChg,7,2,7,-901.000,4.0510,164.613,672.514,0:10:58.000,11/15/2019 22:45:25
11237,CC_DChg,7,2,7,-901.000,4.0510,164.864,673.528,0:10:59.000,11/15/2019 22:45:26
11238,CC_DChg,7,2,7,-900.600,4.0510,165.114,674.542,0:11:00.000,11/15/2019 22:45:27
11239,CC_DChg,7,2,7,-900.600,4.0510,165.364,675.555,0:11:01.000,11/15/2019 22:45:28
11240,CC_DChg,7,2,7,-900.600,4.0510,165.614,676.568,0:11:02.000,11/15/2019 22:45:29
11241,CC_DChg,7,2,7,-900.600,4.0507,165.865,677.582,0:11:03.000,11/15/2019 22:45:30
11242,CC_DChg,7,2,7,-900.600,4.0507,166.115,678.595,0:11:04.000,11/15/2019 22:45:31
11243,CC_DChg,7,2,7,-900.600,4.0507,166.365,679.608,0:11:05.000,11/15/2019 22:45:32
11244,CC_DChg,7,2,7,-900.600,4.0504,166.615,680.621,0:11:06.000,11/15/2019 22:45:33
11245,CC_DChg,7,2,7,-900.600,4.0504,166.865,681.635,0:11:07.000,11/15/2019 22:45:34
11246,CC_DChg,7,2,7,-900.600,4.0504,167.116,682.648,0:11:08.000,11/15/2019 22:45:35
11247,CC_DChg,7,2,7,-900.600,4.0504,167.366,683.661,0:11:09.000,11/15/2019 22:45:36
11248,CC_DChg,7,2,7,-900.600,4.0504,167.616,684.674,0:11:10.000,11/15/2019 22:45:37
11249,CC_DChg,7,2,7,-900.600,4.0500,167.866,685.688,0:11:11.000,11/15/2019 22:45:38
11250,CC_DChg,7,2,7,-900.600,4.0500,168.116,686.701,0:11:12.000,11/15/2019 22:45:39
11251,CC_DChg,7,2,7,-900.600,4.0500,168.366,687.714,0:11:13.000,11/15/2019 22:45:40
11252,CC_DChg,7,2,7,-900.600,4.0500,168.617,688.728,0:11:14.000,11/15/2019 22:45:41
11253,CC_DChg,7,2,7,-900.600,4.0497,168.867,689.741,0:11:15.000,11/15/2019 22:45:42
11254,CC_DChg,7,2,7,-900.600,4.0497,169.117,690.754,0:11:16.000,11/15/2019 22:45:43
11255,CC_DChg,7,2,7,-900.600,4.0497,169.367,691.767,0:11:17.000,11/15/2019 22:45:44
11256,CC_DChg,7,2,7,-900.600,4.0497,169.617,692.781,0:11:18.000,11/15/2019 22:45:45
11257,CC_DChg,7,2,7,-900.600,4.0494,169.868,693.794,0:11:19.000,11/15/2019 22:45:46
11258,CC_DChg,7,2,7,-900.600,4.0494,170.118,694.807,0:11:20.000,11/15/2019 22:45:47
11259,CC_DChg,7,2,7,-900.600,4.0494,170.368,695.821,0:11:21.000,11/15/2019 22:45:48
11260,CC_DChg,7,2,7,-900.600,4.0494,170.618,696.834,0:11:22.000,11/15/2019 22:45:49
11261,CC_DChg,7,2,7,-900.600,4.0494,170.868,697.847,0:11:23.000,11/15/2019 22:45:50
11262,CC_DChg,7,2,7,-901.000,4.0491,171.119,698.860,0:11:24.000,11/15/2019 22:45:51
11263,CC_DChg,7,2,7,-901.000,4.0491,171.369,699.873,0:11:25.000,11/15/2019 22:45:52
11264,CC_DChg,7,2,7,-901.000,4.0491,171.619,700.887,0:11:26.000,11/15/2019 22:45:53
11265,CC_DChg,7,2,7,-900.600,4.0491,171.870,701.900,0:11:27.000,11/15/2019 22:45:54
11266,CC_DChg,7,2,7,-900.600,4.0488,172.120,702.912,0:11:28.000,11/15/2019 22:45:55
11267,CC_DChg,7,2,7,-900.600,4.0488,172.370,703.925,0:11:29.000,11/15/2019 22:45:56
11268,CC_DChg,7,2,7,-900.600,4.0488,172.620,704.938,0:11:30.000,11/15/2019 22:45:57
11269,CC_DChg,7,2,7,-900.200,4.0488,172.870,705.950,0:11:31.000,11/15/2019 22:45:58
11270,CC_DChg,7,2,7,-900.600,4.0482,173.120,706.963,0:11:32.000,11/15/2019 22:45:59
11271,CC_DChg,7,2,7,-900.600,4.0482,173.371,707.976,0:11:33.000,11/15/2019 22:46:00
11272,CC_DChg,7,2,7,-900.600,4.0482,173.621,708.988,0:11:34.000,11/15/2019 22:46:01
11273,CC_DChg,7,2,7,-900.600,4.0482,173.871,710.001,0:11:35.000,11/15/2019 22:46:02
11274,CC_DChg,7,2,7,-900.600,4.0482,174.121,711.014,0:11:36.000,11/15/2019 22:46:03
11275,CC_DChg,7,2,7,-900.600,4.0479,174.371,712.026,0:11:37.000,11/15/2019 22:46:04
11276,CC_DChg,7,2,7,-900.600,4.0479,174.621,713.039,0:11:38.000,11/15/2019 22:46:05
11277,CC_DChg,7,2,7,-900.600,4.0479,174.872,714.052,0:11:39.000,11/15/2019 22:46:06
11278,CC_DChg,7,2,7,-900.600,4.0476,175.122,715.064,0:11:40.000,11/15/2019 22:46:07
11279,CC_DChg,7,2,7,-900.600,4.0476,175.372,716.077,0:11:41.000,11/15/2019 22:46:08
11280,CC_DChg,7,2,7,-900.600,4.0476,175.622,717.090,0:11:42.000,11/15/2019 22:46:09
11281,CC_DChg,7,2,7,-900.600,4.0476,175.873,718.103,0:11:43.000,11/15/2019 22:46:10
11282,CC_DChg,7,2,7,-900.600,4.0476,176.123,719.116,0:11:44.000,11/15/2019 22:46:11
11283,CC_DChg,7,2,7,-900.600,4.0473,176.373,720.128,0:11:45.000,11/15/2019 22:46:12
11284,CC_DChg,7,2,7,-900.600,4.0473,176.623,721.141,0:11:46.000,11/15/2019 22:46:13
11285,CC_DChg,7,2,7,-900.200,4.0473,176.873,722.153,0:11:47.000,11/15/2019 22:46:14
11286,CC_DChg,7,2,7,-900.200,4.0473,177.123,723.165,0:11:48.000,11/15/2019 22:46:15
11287,CC_DChg,7,2,7,-900.200,4.0469,177.373,724.178,0:11:49.000,11/15/2019 22:46:16
11288,CC_DChg,7,2,7,-900.600,4.0469,177.623,725.190,0:11:50.000,11/15/2019 22:46:17
11289,CC_DChg,7,2,7,-900.600,4.0469,177.874,726.203,0:11:51.000,11/15/2019 22:46:18
11290,CC_DChg,7,2,7,-900.600,4.0469,178.124,727.215,0:11:52.000,11/15/2019 22:46:19
11291,CC_DChg,7,2,7,-900.600,4.0469,178.374,728.228,0:11:53.000,11/15/2019 22:46:20
11292,CC_DChg,7,2,7,-900.200,4.0466,178.624,729.240,0:11:54.000,11/15/2019 22:46:21
11293,CC_DChg,7,2,7,-900.600,4.0466,178.874,730.252,0:11:55.000,11/15/2019 22:46:22
11294,CC_DChg,7,2,7,-900.600,4.0466,179.125,731.264,0:11:56.000,11/15/2019 22:46:23
11295,CC_DChg,7,2,7,-900.600,4.0463,179.375,732.276,0:11:57.000,11/15/2019 22:46:24
11296,CC_DChg,7,2,7,-900.600,4.0463,179.625,733.288,0:11:58.000,11/15/2019 22:46:25
11297,CC_DChg,7,2,7,-900.600,4.0463,179.875,734.300,0:11:59.000,11/15/2019 22:46:26
11298,CC_DChg,7,2,7,-900.600,4.0463,180.125,735.312,0:12:00.000,11/15/2019 22:46:27
11299,CC_DChg,7,2,7,-900.600,4.0463,180.376,736.325,0:12:01.000,11/15/2019 22:46:28
11300,CC_DChg,7,2,7,-900.600,4.0460,180.626,737.337,0:12:02.000,11/15/2019 22:46:29
11301,CC_DChg,7,2,7,-900.600,4.0460,180.876,738.349,0:12:03.000,11/15/2019 22:46:30
11302,CC_DChg,7,2,7,-900.600,4.0460,181.126,739.361,0:12:04.000,11/15/2019 22:46:31
11303,CC_DChg,7,2,7,-901.000,4.0460,181.376,740.373,0:12:05.000,11/15/2019 22:46:32
11304,CC_DChg,7,2,7,-901.000,4.0457,181.627,741.386,0:12:06.000,11/15/2019 22:46:33
11305,CC_DChg,7,2,7,-901.000,4.0457,181.877,742.399,0:12:07.000,11/15/2019 22:46:34
11306,CC_DChg,7,2,7,-900.600,4.0457,182.127,743.411,0:12:08.000,11/15/2019 22:46:35
11307,CC_DChg,7,2,7,-900.600,4.0457,182.377,744.423,0:12:09.000,11/15/2019 22:46:36
11308,CC_DChg,7,2,7,-900.600,4.0457,182.628,745.435,0:12:10.000,11/15/2019 22:46:37
11309,CC_DChg,7,2,7,-900.600,4.0454,182.878,746.447,0:12:11.000,11/15/2019 22:46:38
11310,CC_DChg,7,2,7,-900.200,4.0454,183.128,747.459,0:12:12.000,11/15/2019 22:46:39
11311,CC_DChg,7,2,7,-900.200,4.0454,183.378,748.470,0:12:13.000,11/15/2019 22:46:40
11312,CC_DChg,7,2,7,-900.200,4.0451,183.628,749.482,0:12:14.000,11/15/2019 22:46:41
11313,CC_DChg,7,2,7,-900.600,4.0454,183.878,750.494,0:12:15.000,11/15/2019 22:46:42
11314,CC_DChg,7,2,7,-900.600,4.0451,184.128,751.506,0:12:16.000,11/15/2019 22:46:43
11315,CC_DChg,7,2,7,-900.600,4.0451,184.379,752.518,0:12:17.000,11/15/2019 22:46:44
11316,CC_DChg,7,2,7,-900.600,4.0451,184.629,753.530,0:12:18.000,11/15/2019 22:46:45
11317,CC_DChg,7,2,7,-900.600,4.0448,184.879,754.542,0:12:19.000,11/15/2019 22:46:46
11318,CC_DChg,7,2,7,-900.600,4.0448,185.129,755.554,0:12:20.000,11/15/2019 22:46:47
11319,CC_DChg,7,2,7,-900.600,4.0448,185.379,756.566,0:12:21.000,11/15/2019 22:46:48
11320,CC_DChg,7,2,7,-900.600,4.0448,185.630,757.578,0:12:22.000,11/15/2019 22:46:49
11321,CC_DChg,7,2,7,-900.600,4.0448,185.880,758.591,0:12:23.000,11/15/2019 22:46:50
11322,CC_DChg,7,2,7,-900.600,4.0445,186.130,759.603,0:12:24.000,11/15/2019 22:46:51
11323,CC_DChg,7,2,7,-900.600,4.0445,186.380,760.615,0:12:25.000,11/15/2019 22:46:52
11324,CC_DChg,7,2,7,-900.600,4.0445,186.630,761.627,0:12:26.000,11/15/2019 22:46:53
11325,CC_DChg,7,2,7,-901.000,4.0445,186.881,762.639,0:12:27.000,11/15/2019 22:46:54
11326,CC_DChg,7,2,7,-900.600,4.0442,187.131,763.651,0:12:28.000,11/15/2019 22:46:55
11327,CC_DChg,7,2,7,-900.600,4.0442,187.381,764.662,0:12:29.000,11/15/2019 22:46:56
11328,CC_DChg,7,2,7,-900.600,4.0442,187.631,765.674,0:12:30.000,11/15/2019 22:46:57
11329,CC_DChg,7,2,7,-900.600,4.0442,187.881,766.685,0:12:31.000,11/15/2019 22:46:58
11330,CC_DChg,7,2,7,-900.200,4.0438,188.131,767.697,0:12:32.000,11/15/2019 22:46:59
11331,CC_DChg,7,2,7,-900.600,4.0438,188.382,768.708,0:12:33.000,11/15/2019 22:47:00
11332,CC_DChg,7,2,7,-900.600,4.0438,188.632,769.719,0:12:34.000,11/15/2019 22:47:01
11333,CC_DChg,7,2,7,-900.600,4.0438,188.882,770.731,0:12:35.000,11/15/2019 22:47:02
11334,CC_DChg,7,2,7,-900.600,4.0438,189.132,771.742,0:12:36.000,11/15/2019 22:47:03
11335,CC_DChg,7,2,7,-900.600,4.0435,189.382,772.754,0:12:37.000,11/15/2019 22:47:04
11336,CC_DChg,7,2,7,-900.600,4.0435,189.633,773.765,0:12:38.000,11/15/2019 22:47:05
11337,CC_DChg,7,2,7,-900.600,4.0435,189.883,774.777,0:12:39.000,11/15/2019 22:47:06
11338,CC_DChg,7,2,7,-900.600,4.0435,190.133,775.788,0:12:40.000,11/15/2019 22:47:07
11339,CC_DChg,7,2,7,-900.600,4.0435,190.383,776.800,0:12:41.000,11/15/2019 22:47:08
11340,CC_DChg,7,2,7,-900.600,4.0432,190.633,777.811,0:12:42.000,11/15/2019 22:47:09
11341,CC_DChg,7,2,7,-900.600,4.0432,190.883,778.823,0:12:43.000,11/15/2019 22:47:10
11342,CC_DChg,7,2,7,-900.600,4.0432,191.134,779.834,0:12:44.000,11/15/2019 22:47:11
11343,CC_DChg,7,2,7,-900.200,4.0432,191.384,780.846,0:12:45.000,11/15/2019 22:47:12
11344,CC_DChg,7,2,7,-900.600,4.0429,191.634,781.857,0:12:46.000,11/15/2019 22:47:13
11345,CC_DChg,7,2,7,-900.600,4.0432,191.884,782.869,0:12:47.000,11/15/2019 22:47:14
11346,CC_DChg,7,2,7,-900.600,4.0429,192.134,783.880,0:12:48.000,11/15/2019 22:47:15
11347,CC_DChg,7,2,7,-900.600,4.0429,192.385,784.892,0:12:49.000,11/15/2019 22:47:16
11348,CC_DChg,7,2,7,-900.600,4.0429,192.635,785.903,0:12:50.000,11/15/2019 22:47:17
11349,CC_DChg,7,2,7,-900.600,4.0426,192.885,786.914,0:12:51.000,11/15/2019 22:47:18
11350,CC_DChg,7,2,7,-900.600,4.0426,193.135,787.926,0:12:52.000,11/15/2019 22:47:19
11351,CC_DChg,7,2,7,-900.600,4.0426,193.385,788.937,0:12:53.000,11/15/2019 22:47:20
11352,CC_DChg,7,2,7,-900.600,4.0426,193.635,789.949,0:12:54.000,11/15/2019 22:47:21
11353,CC_DChg,7,2,7,-900.600,4.0423,193.886,790.960,0:12:55.000,11/15/2019 22:47:22
11354,CC_DChg,7,2,7,-900.600,4.0423,194.136,791.972,0:12:56.000,11/15/2019 22:47:23
11355,CC_DChg,7,2,7,-900.600,4.0423,194.386,792.983,0:12:57.000,11/15/2019 22:47:24
11356,CC_DChg,7,2,7,-900.600,4.0423,194.636,793.995,0:12:58.000,11/15/2019 22:47:25
11357,CC_DChg,7,2,7,-900.600,4.0420,194.886,795.006,0:12:59.000,11/15/2019 22:47:26
11358,CC_DChg,7,2,7,-900.600,4.0420,195.137,796.017,0:13:00.000,11/15/2019 22:47:27
11359,CC_DChg,7,2,7,-900.600,4.0420,195.387,797.028,0:13:01.000,11/15/2019 22:47:28
11360,CC_DChg,7,2,7,-900.600,4.0420,195.637,798.039,0:13:02.000,11/15/2019 22:47:29
11361,CC_DChg,7,2,7,-900.600,4.0420,195.887,799.050,0:13:03.000,11/15/2019 22:47:30
11362,CC_DChg,7,2,7,-900.600,4.0417,196.137,800.061,0:13:04.000,11/15/2019 22:47:31
11363,CC_DChg,7,2,7,-900.600,4.0417,196.388,801.072,0:13:05.000,11/15/2019 22:47:32
11364,CC_DChg,7,2,7,-900.200,4.0417,196.638,802.083,0:13:06.000,11/15/2019 22:47:33
11365,CC_DChg,7,2,7,-900.200,4.0417,196.888,803.094,0:13:07.000,11/15/2019 22:47:34
11366,CC_DChg,7,2,7,-900.600,4.0414,197.138,804.104,0:13:08.000,11/15/2019 22:47:35
11367,CC_DChg,7,2,7,-900.600,4.0414,197.388,805.115,0:13:09.000,11/15/2019 22:47:36
11368,CC_DChg,7,2,7,-900.600,4.0414,197.638,806.126,0:13:10.000,11/15/2019 22:47:37
11369,CC_DChg,7,2,7,-900.600,4.0414,197.889,807.137,0:13:11.000,11/15/2019 22:47:38
11370,CC_DChg,7,2,7,-900.600,4.0414,198.139,808.148,0:13:12.000,11/15/2019 22:47:39
11371,CC_DChg,7,2,7,-900.600,4.0411,198.389,809.159,0:13:13.000,11/15/2019 22:47:40
11372,CC_DChg,7,2,7,-900.600,4.0411,198.639,810.170,0:13:14.000,11/15/2019 22:47:41
11373,CC_DChg,7,2,7,-900.600,4.0411,198.889,811.181,0:13:15.000,11/15/2019 22:47:42
11374,CC_DChg,7,2,7,-900.600,4.0411,199.140,812.192,0:13:16.000,11/15/2019 22:47:43
11375,CC_DChg,7,2,7,-900.600,4.0407,199.390,813.203,0:13:17.000,11/15/2019 22:47:44
11376,CC_DChg,7,2,7,-900.600,4.0407,199.640,814.213,0:13:18.000,11/15/2019 22:47:45
11377,CC_DChg,7,2,7,-900.600,4.0407,199.890,815.224,0:13:19.000,11/15/2019 22:47:46
11378,CC_DChg,7,2,7,-900.600,4.0407,200.140,816.235,0:13:20.000,11/15/2019 22:47:47
11379,CC_DChg,7,2,7,-900.600,4.0401,200.391,817.246,0:13:21.000,11/15/2019 22:47:48
11380,CC_DChg,7,2,7,-900.600,4.0401,200.641,818.257,0:13:22.000,11/15/2019 22:47:49
11381,CC_DChg,7,2,7,-900.600,4.0401,200.891,819.268,0:13:23.000,11/15/2019 22:47:50
11382,CC_DChg,7,2,7,-900.600,4.0401,201.141,820.279,0:13:24.000,11/15/2019 22:47:51
11383,CC_DChg,7,2,7,-900.600,4.0398,201.391,821.290,0:13:25.000,11/15/2019 22:47:52
11384,CC_DChg,7,2,7,-900.600,4.0398,201.641,822.301,0:13:26.000,11/15/2019 22:47:53
11385,CC_DChg,7,2,7,-900.600,4.0398,201.892,823.311,0:13:27.000,11/15/2019 22:47:54
11386,CC_DChg,7,2,7,-900.600,4.0398,202.142,824.322,0:13:28.000,11/15/2019 22:47:55
11387,CC_DChg,7,2,7,-900.600,4.0398,202.392,825.333,0:13:29.000,11/15/2019 22:47:56
11388,CC_DChg,7,2,7,-900.600,4.0395,202.642,826.344,0:13:30.000,11/15/2019 22:47:57
11389,CC_DChg,7,2,7,-900.600,4.0395,202.892,827.354,0:13:31.000,11/15/2019 22:47:58
11390,CC_DChg,7,2,7,-900.600,4.0395,203.143,828.364,0:13:32.000,11/15/2019 22:47:59
11391,CC_DChg,7,2,7,-900.600,4.0395,203.393,829.375,0:13:33.000,11/15/2019 22:48:00
11392,CC_DChg,7,2,7,-900.600,4.0392,203.643,830.385,0:13:34.000,11/15/2019 22:48:01
11393,CC_DChg,7,2,7,-900.600,4.0392,203.893,831.395,0:13:35.000,11/15/2019 22:48:02
11394,CC_DChg,7,2,7,-900.600,4.0392,204.143,832.406,0:13:36.000,11/15/2019 22:48:03
11395,CC_DChg,7,2,7,-900.600,4.0392,204.394,833.416,0:13:37.000,11/15/2019 22:48:04
11396,CC_DChg,7,2,7,-900.600,4.0389,204.644,834.426,0:13:38.000,11/15/2019 22:48:05
11397,CC_DChg,7,2,7,-900.600,4.0389,204.894,835.436,0:13:39.000,11/15/2019 22:48:06
11398,CC_DChg,7,2,7,-900.600,4.0389,205.144,836.447,0:13:40.000,11/15/2019 22:48:07
11399,CC_DChg,7,2,7,-900.600,4.0389,205.394,837.457,0:13:41.000,11/15/2019 22:48:08
11400,CC_DChg,7,2,7,-900.600,4.0389,205.644,838.467,0:13:42.000,11/15/2019 22:48:09
11401,CC_DChg,7,2,7,-900.600,4.0386,205.895,839.478,0:13:43.000,11/15/2019 22:48:10
